20
945 1996
851 467 431
167 74 405
714 424 679
818 766 96
475 143 211
97 337 500
426 126 489
330 688 57
35 680 914
640 58 656
639 631 810
188 895 117
757 866 332
185 549 634
163 742 595
560 525 251
430 746 5
677 786 573
86 764 25
199 797 910
712 565 225
441 88 937
197 105 448
337 361 1000
280 324 807
874 635 418
595 741 385
814 783 171
19 32 254
306 366 373
168 424 454
426 732 499
478 535 225
412 32 563
482 607 869
643 308 661
343 496 119
583 605 127
767 743 617
371 597 508
251 426 937
722 878 877
758 626 361
277 394 502
759 276 678
902 155 950
167 37 822
481 1 49
496 566 66
489 738 109
77 283 769
528 724 629
718 295 295
585 271 161
749 210 135
733 746 370
872 728 796
241 865 203
858 443 341
98 224 442
217 750 536
3 87 201
662 523 643
496 680 153
717 690 94
306 182 743
725 291 880
520 455 142
86 171 367
706 777 255
19 816 988
474 392 95
690 281 646
589 287 240
651 848 661
823 859 306
200 666 979
326 820 681
365 364 96
359 66 976
881 96 336
606 274 212
799 873 299
389 700 255
312 647 156
24 391 430
208 34 42
189 210 65
380 860 420
491 649 840
599 395 816
898 531 893
768 128 516
465 367 318
339 453 607
672 521 298
266 553 451
716 520 529
523 180 125
349 486 257
171 449 575
594 39 993
721 360 500
356 385 377
138 220 446
629 420 647
151 280 964
198 227 479
273 674 123
665 164 969
302 608 18
860 307 991
367 218 970
348 420 227
717 607 403
573 69 723
792 251 356
113 36 342
181 614 919
116 574 330
358 175 960
197 745 612
132 170 264
863 165 871
207 519 822
205 264 23
88 788 444
859 485 155
702 124 490
744 268 671
670 358 421
298 159 940
661 755 134
414 189 295
287 770 668
777 179 560
438 802 972
433 675 590
588 616 322
764 425 265
54 740 451
597 292 714
504 662 782
454 582 361
794 870 425
571 536 968
657 298 292
596 875 837
330 11 638
787 799 584
640 619 920
621 320 200
828 696 915
131 534 634
161 200 393
376 339 16
496 568 417
364 563 180
849 552 570
144 857 438
129 444 372
719 632 424
94 559 48
848 814 906
131 406 573
193 775 971
333 402 162
395 346 593
75 484 552
67 46 661
21 437 300
451 800 888
717 109 668
661 198 251
574 847 238
227 232 182
464 244 519
673 395 428
567 156 913
603 748 292
162 100 354
661 880 870
171 353 539
712 402 304
263 246 450
283 706 917
142 271 700
73 372 765
305 735 162
355 75 385
900 415 709
31 556 730
203 274 749
244 886 47
764 349 467
828 560 627
753 823 929
660 314 842
180 440 154
418 522 684
733 254 941
887 211 333
132 224 541
835 899 558
676 373 450
26 90 556
161 492 512
60 614 861
178 868 219
641 33 183
380 819 50
315 265 988
504 552 950
28 238 766
801 61 131
243 482 619
405 201 570
430 477 767
833 506 927
132 79 26
827 457 719
505 517 91
396 328 222
431 618 478
43 760 595
469 554 998
885 710 22
112 395 908
342 614 42
630 793 438
760 845 293
892 193 387
529 314 526
79 469 238
821 662 630
630 425 425
678 390 636
892 243 786
535 37 662
30 828 710
828 708 833
323 384 303
837 631 385
804 464 303
795 268 965
650 402 727
902 180 436
143 170 990
78 352 550
478 479 448
697 347 421
349 705 738
117 79 545
444 615 211
755 314 342
810 187 933
666 313 692
1 351 888
432 584 401
274 597 59
347 611 406
497 229 591
436 752 836
619 185 213
686 797 632
650 831 181
255 70 6
344 786 731
208 337 280
136 524 892
850 780 900
515 182 80
101 317 929
175 801 469
773 284 39
279 313 161
361 440 477
676 333 982
164 220 482
664 742 406
141 868 848
442 160 74
858 44 377
491 880 463
58 515 85
179 555 754
657 738 367
508 312 159
384 732 140
872 735 32
221 847 834
138 813 99
501 115 116
755 891 199
469 354 721
343 384 226
610 222 74
743 722 786
813 817 295
743 41 235
838 20 217
20 402 382
545 444 209
1 700 876
246 560 843
787 409 478
187 140 356
322 47 69
205 226 214
394 96 566
838 808 979
315 4 800
350 505 757
732 299 552
388 459 475
404 805 362
721 117 21
470 692 926
750 267 416
13 19 752
832 610 219
818 391 561
597 788 535
514 302 803
860 293 162
304 489 923
706 261 947
321 150 592
408 659 698
541 719 969
82 894 845
186 6 945
819 253 387
82 588 951
354 259 875
109 78 238
706 277 507
346 107 893
442 147 33
469 644 811
824 752 997
502 545 171
106 815 421
550 104 819
575 527 352
631 774 173
815 875 983
321 202 151
327 323 947
823 407 83
744 703 602
491 683 499
571 397 957
828 632 699
781 583 151
895 261 426
578 462 194
620 598 363
157 370 40
319 715 445
323 374 934
191 86 468
624 697 280
493 893 154
410 57 464
116 569 259
113 789 523
341 250 420
187 570 848
883 809 183
51 748 954
667 24 724
24 309 390
487 291 212
384 516 471
305 424 669
41 37 339
550 318 87
682 243 657
473 203 459
771 894 628
329 714 14
183 624 216
278 872 307
152 63 841
496 554 95
266 338 742
551 156 399
723 251 941
819 177 716
208 74 64
631 291 70
774 129 225
633 222 917
554 615 390
833 758 164
291 465 143
813 26 861
302 1 919
296 890 344
241 512 306
617 837 266
267 214 899
397 649 881
886 783 77
550 120 509
390 255 887
343 173 21
151 894 335
324 215 662
476 50 698
277 175 342
34 67 260
826 659 235
304 227 680
240 856 223
308 620 344
577 462 824
201 760 864
900 526 77
687 537 302
111 180 522
518 768 902
504 252 771
889 582 977
68 305 376
27 31 406
553 358 41
409 248 349
801 99 498
8 658 120
365 125 683
126 524 773
821 888 549
495 409 9
686 305 478
771 166 421
89 814 544
165 338 533
850 885 885
330 532 378
71 630 200
50 27 802
567 379 97
363 880 413
215 810 796
659 535 782
403 160 111
507 103 579
834 183 29
720 51 480
62 177 927
170 46 686
515 164 156
89 631 808
687 216 43
846 436 319
494 568 722
728 178 947
860 505 578
490 560 25
394 583 442
701 211 637
322 159 260
334 834 221
528 697 958
653 464 159
421 399 466
233 265 63
817 770 467
882 635 934
669 267 691
861 520 691
885 561 825
263 421 31
113 26 671
171 796 738
837 804 148
703 882 283
426 155 920
96 415 940
646 542 879
268 712 123
440 707 857
673 699 261
879 357 489
446 424 714
818 34 290
236 117 440
694 236 514
335 847 648
379 548 929
362 544 981
291 237 524
625 219 785
199 658 925
361 558 61
824 646 930
681 506 530
148 539 417
62 845 862
291 260 43
17 902 146
895 804 689
66 774 780
342 718 643
810 130 349
160 546 908
298 708 379
550 275 270
295 550 333
866 38 548
512 493 306
408 641 909
106 313 29
498 571 754
720 305 343
86 305 876
771 603 58
620 7 866
388 481 539
658 123 48
553 375 52
424 690 2
392 591 975
220 286 636
90 871 356
46 48 273
573 651 646
47 346 405
142 254 412
514 745 965
636 615 91
368 329 568
670 741 640
641 627 75
356 498 420
58 111 406
136 810 623
351 819 200
701 393 658
409 524 829
718 212 991
328 246 644
109 414 153
145 823 475
895 877 986
497 422 818
365 291 591
56 81 242
332 680 364
398 600 723
418 518 998
564 56 963
855 456 272
140 192 688
721 880 724
732 473 796
795 432 462
328 239 307
90 399 556
319 574 81
230 867 600
183 414 216
731 34 133
183 757 49
481 832 424
351 298 601
379 825 369
648 864 158
883 770 596
56 794 861
854 789 456
369 259 344
37 215 185
388 159 446
557 559 941
551 840 356
129 869 696
350 815 799
666 841 80
326 548 802
586 663 836
826 615 987
665 328 472
869 220 675
646 157 518
612 362 472
871 223 660
222 903 599
896 117 397
721 531 655
419 628 554
341 284 198
678 193 592
620 833 324
358 721 23
647 281 577
870 834 58
713 699 784
478 585 70
582 617 788
551 663 645
861 767 780
319 340 840
591 691 849
344 51 283
347 400 349
120 39 941
634 32 685
422 844 291
368 392 541
19 865 387
847 870 803
398 447 460
759 142 949
697 449 501
479 181 32
861 775 488
365 236 692
334 498 483
306 760 219
85 580 57
371 810 739
472 112 335
331 502 580
603 471 764
486 90 865
481 867 932
16 815 391
176 329 693
314 459 717
678 307 336
405 568 974
266 782 528
156 335 486
373 661 561
833 793 635
757 434 403
346 421 572
398 775 593
199 666 749
686 452 574
38 301 467
317 156 723
599 593 643
566 618 962
520 319 165
503 717 847
85 213 657
742 62 162
110 262 407
241 54 327
668 843 964
136 570 636
212 521 826
611 748 20
169 873 441
54 214 492
89 430 354
124 651 986
111 386 844
613 252 850
226 327 558
129 682 596
344 80 245
34 301 906
162 724 102
117 824 915
395 157 529
189 111 515
862 802 603
255 137 718
326 505 403
167 305 500
487 41 320
220 706 290
588 344 68
806 332 56
350 477 668
373 673 453
685 370 323
42 665 388
837 154 564
774 120 991
568 546 807
209 364 763
571 777 991
565 687 578
537 59 545
802 227 138
606 614 689
175 60 828
699 771 362
46 674 526
899 194 127
567 463 644
184 104 166
87 330 763
384 557 780
446 777 677
580 306 979
761 590 12
893 119 779
846 555 522
548 74 388
387 222 532
487 856 556
65 66 108
43 794 48
282 860 618
728 786 570
386 403 926
171 214 119
506 593 69
384 304 913
586 369 763
807 831 131
427 141 16
156 86 669
822 858 187
679 108 731
896 869 284
632 593 177
809 518 686
282 545 176
462 850 271
253 486 784
112 658 25
577 875 156
487 124 584
129 1 525
653 666 66
67 246 187
409 297 790
180 323 870
67 154 463
735 515 137
40 49 385
719 65 891
533 865 995
603 854 444
262 171 119
878 648 426
616 450 111
796 746 122
762 126 577
452 241 256
854 452 845
430 223 169
776 451 305
506 729 214
457 800 315
709 766 904
251 185 618
345 177 237
82 487 864
7 246 364
630 465 366
541 377 735
148 168 542
37 857 668
643 432 260
375 120 166
848 746 987
818 410 456
502 391 629
463 493 380
535 537 325
579 345 866
112 209 209
193 474 378
303 646 579
9 733 809
217 362 114
892 286 188
731 235 293
638 67 162
2 93 418
616 868 935
884 828 347
573 586 597
863 702 339
285 245 902
275 651 754
814 300 158
797 514 212
390 244 459
200 496 61
9 452 678
268 67 90
577 125 54
812 683 108
406 377 768
793 631 289
602 187 252
569 596 311
853 226 271
892 394 263
475 739 112
417 114 276
141 155 491
398 543 451
5 814 501
155 756 846
712 50 8
453 322 977
362 267 602
493 390 245
432 247 393
502 128 202
109 240 575
247 197 949
326 299 697
418 786 684
145 510 696
130 65 403
523 259 603
852 179 451
266 646 629
222 316 777
614 132 280
760 639 390
258 616 67
237 371 446
887 203 751
289 32 883
894 238 302
590 219 980
11 467 571
101 762 293
357 49 434
440 820 182
145 361 371
754 491 952
278 671 750
711 849 326
764 224 975
704 86 102
145 25 260
37 304 518
441 228 402
314 580 433
809 425 741
211 844 141
700 751 858
870 172 300
148 79 223
875 636 821
432 231 808
720 315 290
659 293 781
215 55 234
893 439 566
410 28 129
535 703 606
359 315 540
100 137 603
399 69 321
208 200 286
870 228 405
402 300 994
390 410 719
110 893 32
62 21 883
472 344 440
280 166 771
838 260 658
134 97 441
432 881 122
875 110 294
642 423 476
755 787 182
765 868 102
606 522 659
251 195 265
313 220 137
253 15 17
316 51 898
158 351 181
258 447 174
751 660 677
553 673 732
586 833 324
708 899 331
586 278 551
601 337 616
144 409 711
322 244 358
798 468 126
625 108 68
588 736 946
272 758 269
315 457 629
530 671 788
496 526 677
139 873 305
788 219 171
535 365 787
832 67 265
282 125 466
742 790 718
824 43 25
175 736 724
31 225 696
682 609 687
53 466 618
867 609 501
816 54 201
157 707 567
285 413 112
419 176 587
587 893 116
817 34 519
356 39 489
327 58 1000
276 46 495
603 458 639
336 428 323
487 156 58
674 392 552
115 447 449
403 870 405
468 774 507
22 356 800
516 161 304
209 449 642
147 255 989
223 551 159
366 205 950
901 770 553
746 186 652
457 128 775
730 74 35
684 143 704
276 218 340
461 152 550
267 136 519
854 489 941
831 563 305
785 261 540
661 110 376
298 518 520
187 452 495
236 546 693
692 77 879
388 496 893
17 564 202
811 722 798
900 866 522
495 881 62
114 103 350
690 739 901
84 329 54
135 833 298
309 674 585
584 220 485
842 203 32
788 318 53
448 301 53
700 667 262
185 84 726
287 879 668
302 890 139
450 108 764
703 553 371
697 650 161
836 747 382
247 843 139
49 839 382
209 282 330
801 316 587
444 883 374
467 781 880
225 90 464
7 630 381
511 481 15
470 112 161
724 324 2
307 130 345
743 112 140
398 66 744
452 861 870
885 485 494
479 754 50
511 796 593
475 205 543
586 834 96
410 768 189
292 767 467
748 639 165
210 217 215
123 518 472
843 405 2
296 876 308
631 178 690
748 864 225
517 874 809
817 339 623
415 234 220
58 879 507
528 776 951
133 864 185
771 508 591
338 262 109
534 72 54
135 25 624
718 767 730
425 414 556
383 482 733
418 348 211
389 366 848
527 841 230
603 317 470
525 497 68
706 309 429
830 282 486
861 337 507
872 592 875
488 479 482
780 816 584
502 516 896
438 383 756
348 238 338
531 506 667
208 334 339
690 606 728
888 96 403
90 616 402
468 110 996
617 856 298
92 560 789
792 444 669
878 148 140
874 621 196
114 334 826
821 198 803
562 124 560
214 634 720
465 123 402
327 369 293
716 681 542
898 198 371
127 234 597
901 686 442
828 250 965
660 718 983
238 626 559
703 449 627
673 322 63
841 688 232
516 370 259
484 401 847
374 886 386
118 205 314
375 562 897
857 240 287
260 547 466
55 523 119
111 248 787
75 702 744
627 522 158
715 902 97
679 597 557
145 632 835
786 439 878
673 446 233
547 363 441
330 157 477
860 837 678
289 640 884
609 453 129
459 187 347
16 272 592
579 343 417
110 95 661
871 51 680
572 734 827
224 543 267
615 823 989
91 511 773
848 649 956
16 679 52
541 564 588
323 290 982
33 593 715
221 287 765
275 291 865
280 194 4
253 789 280
206 858 719
857 589 687
694 43 382
795 430 240
367 221 183
51 564 954
4 140 824
245 903 982
188 606 657
577 36 449
796 360 840
312 541 219
267 659 266
172 402 412
40 20 523
153 787 824
240 715 193
776 102 852
886 819 77
873 579 49
806 784 259
501 716 587
75 63 285
332 232 899
607 304 266
826 871 645
549 779 871
728 432 471
277 673 630
205 231 924
3 582 143
306 147 508
447 313 250
753 218 590
138 180 580
42 604 373
833 168 794
215 689 541
254 482 626
655 522 538
122 374 479
695 24 650
741 461 739
512 560 870
798 4 362
596 859 919
654 601 762
584 764 257
740 355 926
663 817 13
477 526 36
195 737 170
334 892 910
154 359 878
574 319 746
133 485 19
239 213 529
317 385 984
209 169 928
134 80 469
689 207 238
600 337 868
903 35 630
474 183 570
681 536 500
825 658 234
571 351 196
762 644 90
134 767 237
428 881 834
236 709 921
663 137 123
538 99 276
547 381 410
653 495 902
486 889 756
874 110 344
130 151 378
340 34 428
22 414 445
46 892 645
426 344 386
616 195 52
402 258 869
785 843 44
459 28 819
705 615 362
262 502 531
7 4 293
392 112 747
667 786 439
752 707 158
215 832 539
424 657 165
792 729 850
611 690 804
305 165 758
53 526 477
769 648 738
35 653 798
630 610 456
770 246 721
208 272 211
676 356 589
395 650 222
537 438 677
26 497 905
299 185 931
345 201 994
628 363 876
785 83 541
569 248 780
260 286 257
544 226 870
25 582 57
869 707 120
58 274 340
859 823 318
802 775 825
163 762 871
275 68 979
164 537 523
874 89 770
702 214 490
271 416 580
599 760 977
453 643 25
722 898 419
379 239 757
332 568 221
64 385 706
351 807 105
485 387 948
334 410 691
880 450 14
577 147 516
696 287 906
341 462 485
261 383 862
107 699 994
507 80 597
802 306 672
75 136 313
492 637 599
23 785 181
830 403 197
216 143 93
364 747 380
189 504 110
863 581 826
577 405 894
468 164 630
134 209 106
390 591 579
783 506 916
509 103 518
387 443 401
206 641 63
382 423 106
49 324 605
873 596 924
206 147 88
633 453 414
189 618 269
713 767 119
42 692 146
466 515 538
695 722 809
127 134 469
720 21 829
388 775 260
324 658 896
774 630 151
246 516 670
166 217 328
290 726 822
174 73 498
759 736 409
456 126 769
713 6 229
834 388 159
815 608 598
52 768 660
706 146 49
98 850 346
28 676 639
465 748 528
255 901 728
814 587 310
307 579 603
105 801 223
884 420 937
885 692 124
560 389 633
452 121 244
551 210 605
606 276 764
55 503 94
46 354 33
413 214 500
365 661 799
669 752 300
340 132 657
148 97 648
366 849 878
386 637 394
318 724 337
726 262 767
316 341 436
203 869 484
865 344 585
356 790 406
721 526 529
402 451 96
786 245 582
884 228 185
836 785 496
233 130 128
345 479 471
798 89 770
826 777 337
856 84 87
400 901 903
381 574 729
126 251 8
251 13 187
903 384 791
216 572 34
183 845 184
661 703 102
653 52 213
268 340 337
749 476 591
412 46 645
200 517 655
830 267 24
880 342 730
114 505 492
586 97 334
522 370 378
253 112 363
539 790 882
46 260 336
883 131 232
795 604 20
668 401 441
379 809 487
95 39 119
771 537 30
470 103 363
801 180 767
318 440 770
326 751 358
494 180 629
222 900 194
799 18 667
799 299 863
238 167 628
603 222 241
326 8 434
831 220 338
479 577 539
82 787 211
45 219 238
741 758 956
55 550 25
330 106 145
581 65 670
514 280 850
424 321 549
557 818 310
124 33 97
467 357 803
545 144 181
34 237 420
93 614 810
174 861 363
568 466 711
865 804 172
728 537 373
243 891 942
183 365 474
512 737 14
860 792 166
692 526 746
564 144 962
198 227 592
69 189 918
173 857 627
321 234 880
478 106 361
95 902 648
6 752 182
410 107 119
175 690 431
613 387 308
833 524 5
825 424 866
302 644 83
393 578 125
210 294 920
619 896 350
522 869 121
409 349 301
835 282 781
421 635 478
57 522 114
337 853 165
113 197 855
495 553 106
523 808 360
668 286 478
62 515 214
679 381 998
270 104 87
662 44 486
567 814 459
268 162 746
894 274 497
461 160 731
384 100 353
366 566 965
479 407 935
659 425 5
167 630 984
105 90 136
676 30 510
248 484 141
204 477 252
764 158 616
132 270 969
692 738 283
302 535 517
548 286 278
635 249 185
385 427 817
447 376 329
36 144 959
891 786 508
668 198 404
170 527 868
9 896 780
463 696 52
164 434 989
619 209 885
367 212 57
229 62 621
797 583 699
543 332 331
638 577 819
387 630 128
103 63 380
178 108 805
402 178 917
418 22 966
194 429 742
598 341 862
610 215 772
141 516 469
692 228 879
457 780 57
794 469 423
370 525 17
640 23 571
341 794 568
690 700 54
659 633 260
36 564 382
370 27 144
345 48 98
325 284 52
724 159 335
614 521 122
775 616 267
239 699 139
46 26 140
425 796 697
153 381 705
751 444 587
353 181 205
158 201 381
882 828 383
816 621 293
750 94 77
651 864 605
57 212 248
539 79 928
724 231 803
64 363 676
486 768 116
38 202 504
439 19 750
472 171 364
522 780 218
2 233 376
433 134 255
481 884 752
884 499 736
885 546 947
397 541 655
266 494 562
280 895 760
486 590 46
614 766 904
159 176 829
97 662 137
220 504 887
711 153 150
500 785 369
95 838 961
789 779 202
771 114 644
559 219 36
770 736 577
173 682 28
365 592 252
706 556 790
717 446 188
755 662 933
615 879 574
38 281 223
534 843 726
373 736 820
606 226 737
464 699 830
326 759 302
732 61 193
476 23 435
200 279 966
480 167 534
148 49 288
186 95 410
555 824 304
576 362 411
760 6 872
619 426 763
811 831 818
32 671 664
707 73 79
493 877 936
812 254 827
110 761 69
865 337 846
577 714 444
496 120 673
324 249 931
531 213 230
173 93 51
878 738 680
147 830 560
265 372 134
603 37 799
778 382 677
641 163 388
541 364 436
279 579 451
810 345 456
302 503 89
566 260 79
263 487 771
66 396 250
626 432 575
843 402 669
176 440 835
211 773 16
585 34 127
50 345 100
663 338 79
611 583 13
76 723 480
669 808 630
428 234 797
303 887 270
169 660 866
261 467 409
768 685 330
144 660 802
19 490 907
900 554 548
59 818 736
348 494 124
856 374 673
556 510 930
173 258 788
560 506 161
561 290 75
472 475 976
654 164 24
682 328 7
90 68 169
136 289 532
559 673 138
297 795 88
326 193 998
712 894 798
533 308 952
304 831 423
256 685 226
724 444 602
325 622 191
412 22 135
737 30 664
343 497 625
597 206 976
296 276 780
335 820 805
192 835 709
886 398 541
831 608 645
689 212 998
343 828 167
779 468 304
654 339 54
14 340 397
185 287 308
247 821 119
825 605 863
117 767 340
286 486 425
19 96 96
449 570 346
843 50 332
734 811 539
823 413 194
37 430 508
767 627 830
141 641 51
480 834 858
259 415 258
903 538 224
802 377 102
458 665 557
869 643 133
633 596 653
609 725 765
343 788 118
559 377 656
116 748 461
20 557 536
817 426 408
528 530 202
497 412 562
534 677 133
138 264 72
783 390 129
411 58 707
262 176 609
681 435 244
660 486 55
220 105 580
386 126 984
2 718 739
261 879 271
425 137 713
869 373 716
873 254 966
405 493 343
817 624 336
92 460 242
436 673 497
891 1648
185 774 266
114 483 889
355 465 957
470 211 968
550 473 444
336 406 92
681 555 191
840 167 621
476 160 952
883 878 719
820 759 143
32 676 405
590 501 771
246 73 686
137 607 303
232 730 862
743 606 411
11 592 164
531 366 88
337 220 239
200 389 832
718 318 652
198 370 925
348 384 890
771 772 363
253 716 747
881 220 678
762 856 312
281 833 729
628 245 151
791 203 902
474 671 240
154 549 637
636 75 497
825 426 141
763 353 980
100 110 83
565 420 415
484 775 857
425 666 600
851 584 779
823 506 912
167 349 79
226 303 423
781 246 161
30 852 517
588 565 297
35 789 296
62 758 250
438 599 959
516 163 231
572 226 474
352 675 576
761 295 731
351 435 24
543 89 347
865 455 349
406 54 255
236 355 12
760 564 637
774 605 423
227 298 988
496 816 908
649 532 502
557 880 80
760 655 642
619 393 828
72 526 421
159 644 284
739 436 638
343 48 920
41 375 298
713 359 345
151 249 683
692 637 517
29 382 580
445 710 952
301 553 440
101 396 158
355 99 802
623 30 558
771 805 785
131 645 708
657 777 162
717 202 390
68 490 394
262 805 944
780 103 322
543 870 53
49 588 402
600 468 883
655 421 263
419 583 250
699 159 257
561 2 385
79 781 946
31 252 190
677 331 59
81 631 695
492 361 222
743 219 420
647 751 457
69 130 787
328 842 698
820 81 334
283 460 691
146 402 554
75 306 599
402 742 66
622 448 688
318 790 31
405 394 501
750 423 67
215 210 512
74 28 188
92 188 853
545 202 891
577 539 961
412 121 81
227 545 306
353 720 46
848 656 670
813 404 777
816 102 21
311 576 766
619 559 464
462 409 366
83 833 166
296 135 32
399 885 335
887 68 905
821 248 125
688 223 96
876 487 522
37 624 366
316 221 445
128 249 729
603 674 459
33 526 582
342 428 508
514 244 94
449 594 621
107 819 234
753 462 495
126 348 734
644 46 566
386 361 45
408 868 93
629 647 439
264 693 329
123 367 598
11 236 12
638 531 194
614 299 634
259 800 913
677 691 568
63 432 803
531 563 359
103 193 95
559 319 144
52 623 229
90 664 237
483 813 335
572 753 567
356 717 724
427 518 168
208 35 609
529 408 80
526 348 61
824 552 400
31 750 166
843 237 357
765 789 916
770 110 772
383 524 465
451 374 474
718 543 118
545 699 334
229 219 787
741 126 967
609 547 332
761 686 306
239 140 944
157 618 886
147 802 835
172 214 592
228 554 958
82 457 960
534 873 15
259 267 706
865 729 696
401 21 114
197 759 286
755 307 883
129 742 975
503 333 351
410 542 81
176 271 692
779 243 183
250 125 591
873 847 567
873 840 537
140 642 871
727 742 689
396 51 995
420 719 600
162 110 646
287 304 602
738 589 513
475 287 152
215 712 824
756 883 229
169 88 576
93 891 338
841 238 570
46 718 207
890 63 874
612 224 979
591 83 994
770 844 868
541 676 704
830 417 243
584 210 298
264 886 531
472 165 228
677 482 58
393 378 852
843 18 530
598 807 373
629 212 565
389 724 855
604 251 501
162 785 143
812 690 328
822 831 478
503 787 796
22 127 82
285 537 785
731 356 357
448 100 241
504 16 551
144 339 34
98 555 723
804 818 572
95 367 257
539 124 842
810 92 650
812 769 810
869 102 217
566 373 930
346 887 521
504 253 137
886 289 194
730 452 11
783 551 227
464 585 599
778 518 418
322 373 360
798 399 448
680 93 355
438 728 44
158 289 678
45 567 5
718 452 284
747 668 948
796 464 494
544 216 373
284 336 723
817 198 206
885 665 73
372 606 786
17 540 228
105 527 982
62 327 678
169 835 486
463 378 766
687 153 556
807 568 33
268 768 893
706 597 135
823 376 902
256 436 507
693 601 833
555 834 220
662 688 452
364 252 84
461 606 85
244 520 392
605 686 625
555 462 873
436 816 794
627 302 345
293 635 162
647 91 164
637 304 294
641 565 507
730 167 992
230 817 776
217 460 382
199 600 229
556 29 544
873 316 319
387 529 589
11 764 645
137 147 280
556 350 106
866 184 988
152 472 708
318 853 382
430 280 551
536 564 766
500 295 889
603 720 273
139 405 705
402 298 252
139 49 385
43 441 706
225 285 492
161 344 364
391 782 839
505 193 688
493 619 389
129 598 344
693 133 377
776 305 948
469 886 522
716 15 826
215 7 755
797 673 828
849 392 870
168 687 661
740 659 836
60 856 550
611 736 65
518 428 461
46 430 271
153 375 555
881 440 932
658 662 777
721 483 236
5 97 700
110 876 35
649 824 220
365 239 123
296 836 45
882 83 1
19 432 446
823 346 215
657 429 620
664 744 758
27 183 386
467 638 638
106 488 275
460 529 784
472 280 303
711 572 75
729 622 722
148 232 542
233 426 724
757 664 627
49 75 873
859 181 655
310 265 896
621 123 372
100 490 214
604 835 188
495 189 580
315 730 400
866 533 611
473 169 503
654 447 493
682 144 394
867 38 428
146 161 51
725 2 974
662 262 452
549 419 839
418 859 223
357 554 347
420 720 466
278 566 734
48 100 497
290 363 555
120 252 806
220 332 824
524 330 320
456 621 429
355 641 791
7 589 121
583 532 773
579 607 415
492 793 301
532 526 542
473 726 337
319 153 182
213 335 798
413 799 282
218 657 245
796 737 147
172 678 111
845 785 105
98 225 213
228 400 23
809 10 20
705 241 529
81 746 656
841 547 19
691 142 253
877 886 2
543 670 205
62 449 588
318 706 739
852 241 825
140 504 788
293 721 426
726 568 523
236 332 889
278 602 820
196 414 510
810 599 645
126 231 894
63 361 922
297 243 185
79 208 525
142 140 637
668 823 463
457 412 576
273 133 673
638 63 170
645 673 384
634 416 543
179 77 217
531 35 964
195 90 271
58 448 924
717 165 894
343 54 484
630 435 987
467 332 531
306 287 333
335 651 996
217 504 890
11 780 27
513 482 298
303 518 274
34 143 455
752 829 657
382 79 880
71 243 846
633 444 367
552 343 941
406 327 983
819 618 367
331 443 850
625 661 194
691 47 624
524 401 256
214 421 486
732 787 305
867 579 155
482 552 996
360 467 763
324 189 701
104 310 262
593 438 499
553 447 79
375 79 8
574 459 587
634 2 290
219 117 560
40 285 395
818 30 595
314 4 912
153 657 633
236 396 208
891 463 983
585 521 302
632 719 587
851 550 801
513 500 335
602 691 69
86 29 525
622 859 722
605 71 346
813 689 558
685 587 751
290 637 579
632 596 93
817 364 576
465 191 782
601 784 676
201 766 696
11 462 102
714 387 906
639 811 264
579 606 774
791 516 279
811 196 177
792 407 159
309 851 459
424 786 419
846 748 938
311 765 743
753 861 800
132 844 727
164 206 983
147 759 48
126 39 757
745 46 16
777 499 681
464 521 820
73 331 652
636 801 734
57 359 17
424 815 521
169 208 414
111 765 893
296 254 183
768 779 960
568 197 251
414 564 812
652 501 884
586 727 586
126 567 239
510 435 694
351 683 916
146 31 165
412 360 415
590 249 617
54 664 9
622 86 461
109 20 853
567 480 97
675 526 506
177 889 538
829 354 172
177 791 924
689 51 980
555 661 307
498 39 805
89 383 997
654 715 381
735 690 686
741 183 800
537 6 672
752 446 285
779 523 76
82 16 806
371 382 509
517 657 596
625 416 297
608 847 263
481 208 974
16 151 561
204 305 344
442 208 240
883 805 706
631 376 758
397 141 875
848 396 72
428 254 910
566 815 794
839 263 462
369 619 451
122 372 173
31 335 938
713 24 224
692 852 507
364 410 366
13 748 976
274 860 784
670 474 361
585 168 835
144 574 965
519 378 960
133 627 882
854 756 76
431 842 227
14 306 713
265 136 618
874 559 854
83 113 894
688 418 93
244 413 751
545 465 700
469 430 871
296 17 20
317 37 729
377 647 825
83 397 838
21 286 316
706 216 135
14 107 231
535 548 334
837 753 28
735 86 547
311 171 283
776 71 493
486 420 47
82 16 825
309 452 20
676 398 316
498 297 537
305 456 866
869 247 472
187 35 365
769 290 582
668 539 21
426 164 966
16 698 957
698 603 207
440 119 866
511 538 972
18 535 43
801 7 529
257 552 746
48 811 822
469 305 110
392 864 828
245 85 87
832 383 537
37 638 196
243 36 39
862 718 257
236 105 547
844 16 33
793 164 608
544 240 387
209 692 425
847 294 476
94 199 28
404 777 787
612 468 265
187 189 174
619 446 632
857 384 78
883 783 750
725 482 137
425 443 565
752 295 695
47 251 805
269 521 574
496 376 792
204 530 632
764 287 862
638 9 27
525 205 512
862 192 825
554 687 42
322 645 771
77 149 172
567 409 58
494 185 464
252 225 717
148 43 698
115 597 439
1 370 145
449 593 636
348 693 402
691 338 395
485 854 41
595 670 685
323 432 145
363 576 624
637 360 372
760 853 36
533 682 470
753 207 37
650 510 799
223 166 533
412 257 538
685 191 653
531 605 498
608 71 310
252 752 692
239 618 421
174 349 100
491 302 584
818 516 820
411 215 687
394 694 31
