16
975 832
336 444 197
126 526 -730
33 326 137
711 313 -223
56 397 -4
633 659 -120
343 242 683
707 624 76
390 672 506
530 474 -263
685 677 -217
497 660 906
537 383 -407
438 359 -957
172 388 182
314 417 -386
677 722 843
337 471 -115
597 73 -999
697 51 -462
503 211 -65
236 388 -275
686 698 735
542 584 -346
139 109 315
306 738 -174
796 499 -528
146 253 109
111 242 720
410 249 334
240 41 -131
598 793 528
280 91 778
681 351 -952
132 316 -227
331 701 531
620 485 -569
165 37 775
466 610 210
421 508 -999
90 712 474
332 590 -588
707 173 -110
690 637 648
88 143 -458
794 5 -339
451 462 942
281 146 142
312 711 -717
357 474 194
458 803 -836
566 349 265
315 442 333
217 246 913
413 574 -702
765 805 329
531 344 502
398 541 930
470 256 543
369 470 756
16 64 312
662 508 -895
609 422 807
423 467 -99
741 714 -197
234 363 642
248 101 453
798 23 542
577 245 853
192 802 -906
752 432 -431
748 691 -438
604 57 -195
196 429 -99
284 14 207
395 690 -849
110 639 -768
221 26 -518
11 213 429
102 767 -103
230 272 -766
564 522 239
135 370 23
439 651 688
252 548 939
574 44 382
717 397 377
246 297 445
712 480 -71
325 700 -409
715 162 -31
323 53 753
130 706 -737
453 799 304
739 57 -506
143 80 533
30 52 -210
182 46 -998
372 337 -927
147 708 -907
529 723 772
789 33 -268
393 424 274
807 126 358
758 567 -663
603 668 -931
484 666 -838
125 730 245
317 122 -148
810 706 878
635 105 -940
649 6 -906
465 324 548
456 219 283
40 434 169
749 626 647
280 459 -2
60 192 -274
771 424 522
267 769 334
778 736 223
650 230 -818
682 416 531
535 56 -25
808 144 317
55 406 906
209 570 679
72 631 126
2 176 847
639 148 -544
146 259 377
414 720 601
44 691 -966
94 801 578
458 746 108
721 574 250
499 347 -724
383 746 -368
215 797 -446
423 178 970
558 212 -516
224 270 -704
254 570 -9
418 613 -32
569 44 321
4 225 -60
602 290 -102
710 656 -647
277 567 -231
55 141 370
122 590 483
706 229 447
146 198 -155
733 277 -80
735 609 4
170 178 543
474 583 19
206 215 -276
161 657 -650
9 311 517
67 55 -11
692 481 67
247 41 370
563 228 458
203 790 582
444 147 744
57 531 11
117 732 680
303 690 758
594 354 -283
263 71 645
547 708 109
738 157 -662
564 261 -515
576 127 404
688 419 586
573 325 -731
658 18 840
71 451 -340
683 211 132
614 464 667
39 570 -230
85 327 44
637 655 791
323 29 659
631 607 350
138 520 -512
595 809 563
15 316 -987
742 322 469
238 148 549
93 737 -934
555 217 -429
486 227 731
785 222 693
35 779 -419
110 656 -247
391 675 111
326 744 120
626 515 -36
401 792 -825
443 232 -452
521 230 -361
689 355 248
424 633 942
677 525 -796
94 316 57
429 533 130
671 78 -950
277 276 -139
608 737 374
559 669 -926
283 389 328
500 230 -677
344 368 337
595 638 -205
224 677 -834
646 640 -484
68 122 -431
729 552 825
730 89 970
466 284 -278
694 361 -613
424 555 906
576 716 189
459 16 -295
496 622 539
51 215 -995
524 143 319
179 155 509
1 53 -538
543 190 152
444 344 -13
95 767 670
517 585 -818
109 250 -101
247 761 -85
715 215 798
163 346 186
243 138 -462
578 649 863
186 447 -248
189 640 711
662 483 566
419 477 -89
503 283 470
338 270 -11
619 421 -138
57 401 -459
778 653 353
79 44 858
269 128 -1
573 38 -897
393 759 895
118 133 324
209 669 420
459 445 -485
783 248 531
558 300 -163
461 642 13
255 480 -353
226 688 596
418 138 -556
687 318 885
63 743 386
551 710 969
64 92 -488
221 343 85
610 465 103
137 20 -458
11 339 78
600 119 -110
568 149 -936
308 20 565
253 418 435
271 367 -814
593 129 -661
738 122 -77
427 164 -77
288 427 684
762 473 603
167 350 -2
394 175 -309
353 307 -515
498 272 -53
373 416 933
707 612 82
719 285 247
702 694 876
793 220 -676
763 113 272
607 567 31
253 598 365
368 647 388
104 63 390
312 67 239
542 185 814
354 587 -289
101 347 -983
387 37 -269
130 634 -244
379 501 -761
353 672 -455
189 681 644
666 701 -983
553 284 30
419 292 -563
710 315 615
364 77 337
527 665 -461
515 646 178
314 424 182
731 631 79
249 522 -641
364 451 -80
454 504 429
101 395 7
301 573 146
583 162 372
632 725 885
679 798 333
220 449 -879
540 70 -222
188 554 703
612 681 -276
200 251 148
691 602 -935
404 516 -571
241 376 -375
655 478 716
79 5 -586
160 646 323
540 200 799
411 379 -30
48 466 872
765 672 -707
282 97 948
809 380 -225
621 200 -698
546 259 843
14 182 -339
199 677 610
73 397 -911
558 257 -520
561 133 789
215 476 582
612 787 701
288 17 618
269 299 -77
270 310 -323
594 81 813
765 220 -402
749 113 -956
426 513 92
210 497 687
408 41 7
626 556 525
100 230 -411
248 494 -666
370 634 -621
125 783 -616
86 799 -456
468 743 385
445 586 -427
652 703 -291
154 568 -437
673 650 -659
714 792 356
21 672 -90
614 532 -46
249 723 51
144 573 -873
316 435 692
306 500 -769
675 656 -712
106 255 -363
104 610 -653
334 281 464
665 654 -100
132 493 703
381 606 -946
206 159 944
491 618 -431
384 402 547
375 56 -452
383 188 510
328 809 600
598 282 -264
343 570 -735
331 116 623
33 382 264
583 104 -642
755 725 -171
508 611 630
684 90 -392
269 446 -757
531 236 309
394 297 686
607 476 -388
468 517 -303
706 640 -251
763 576 -66
54 440 -555
658 808 -894
94 495 79
705 632 88
422 393 388
739 644 -668
258 728 -885
425 704 -514
210 405 81
417 670 -923
434 721 -630
275 407 -697
373 566 -336
118 270 -255
514 158 179
32 53 -938
346 474 -509
112 430 -58
108 236 -433
188 64 448
505 13 271
394 558 -30
216 667 -554
281 283 -417
224 762 -580
526 569 -770
680 181 582
700 671 -690
787 340 583
368 552 919
648 55 -311
137 224 -16
563 773 779
40 559 -64
469 293 -172
566 15 -436
490 533 678
491 231 -86
599 383 -748
107 683 -190
654 68 367
794 297 598
184 678 10
784 102 -256
429 384 469
514 809 -520
67 334 655
738 473 96
364 127 295
110 304 998
329 510 -912
542 165 -891
441 44 -92
534 34 -186
460 743 21
397 431 -46
338 456 158
606 506 350
67 673 8
611 457 454
73 170 423
343 41 -299
766 343 457
370 585 210
349 72 179
668 158 -655
448 337 -681
294 57 -980
246 402 -238
280 178 -613
597 250 346
250 207 -240
769 336 -847
293 131 500
598 256 -507
35 398 15
494 712 -142
555 742 524
358 257 83
105 540 110
429 507 724
299 677 597
555 662 829
421 667 227
541 473 483
263 525 884
41 221 -286
174 359 -830
632 466 499
240 715 -904
156 737 683
170 731 -597
702 105 -349
107 374 -947
776 180 -424
109 148 842
792 728 -423
224 380 -426
708 184 472
352 749 526
287 342 109
504 367 -820
142 670 -228
623 453 -554
331 131 -581
246 301 -745
607 371 -563
253 175 -230
328 562 -99
176 241 610
185 170 -944
487 654 -67
275 577 889
393 744 -837
748 459 895
119 197 -2
15 280 859
111 248 -222
61 661 -788
646 528 243
264 181 -116
506 75 -10
297 467 -78
975 977
55 849 -279
524 550 -656
614 883 -577
832 927 184
194 118 -245
513 925 -525
25 644 62
90 15 -885
409 481 999
519 745 -882
357 950 532
168 936 -278
516 751 -679
736 964 -452
512 898 -282
18 518 436
17 949 -388
441 413 100
623 420 297
262 203 624
388 97 -797
575 117 -157
600 369 -166
366 742 579
284 176 -638
690 206 -248
251 270 856
405 571 -326
581 321 -565
398 618 15
954 550 -14
267 647 -698
281 661 871
66 122 164
709 252 -7
59 668 510
869 566 -319
357 168 934
160 73 -905
121 59 656
769 284 -574
371 141 999
961 211 -922
261 400 700
311 460 -929
603 223 312
354 748 922
723 137 117
392 645 -547
900 917 96
223 942 773
199 414 652
465 478 -923
918 794 23
367 971 -254
673 560 -210
655 651 -890
259 752 -903
347 570 -779
725 862 -876
560 316 825
624 415 55
77 927 -732
792 64 150
677 657 5
914 400 730
696 161 -850
661 908 246
548 561 535
111 687 232
411 74 -796
373 913 -664
831 962 463
647 942 364
57 313 -788
952 203 501
333 866 -687
748 825 461
68 51 -628
907 282 690
196 415 424
301 717 -88
476 543 661
952 78 757
154 440 994
186 543 149
314 858 -384
537 35 -246
874 387 699
611 368 -146
511 914 3
224 301 -635
342 361 813
587 8 -944
335 605 226
650 286 772
410 816 -81
278 226 -106
315 321 175
203 116 7
609 512 636
952 429 32
149 587 -208
879 904 222
262 871 903
600 881 679
966 41 -946
842 323 -633
610 346 203
938 664 974
804 543 520
319 822 -536
862 520 -974
600 453 -829
683 145 -821
165 908 -864
805 829 696
611 626 637
293 378 -326
209 948 835
128 817 -787
257 842 64
744 298 -457
861 405 -548
99 242 657
246 742 -950
934 702 923
589 258 979
505 534 -622
116 790 625
528 756 201
367 678 449
29 182 -126
261 812 -309
69 187 -523
197 302 -210
846 108 -832
42 19 320
479 248 137
378 797 677
522 191 -837
791 804 930
358 531 -567
38 193 636
920 612 -258
579 330 696
471 631 -800
551 343 938
321 296 -333
475 824 760
781 168 361
558 762 -255
147 380 497
959 579 -32
36 531 -268
763 971 72
18 226 -194
39 500 -492
823 735 -414
745 441 294
607 646 820
483 643 -379
509 587 350
388 202 333
735 820 775
919 829 -1
614 650 -372
29 866 -729
107 710 211
748 637 -411
25 36 612
539 730 -420
941 926 -699
709 881 145
428 719 -671
900 269 670
303 168 -975
871 941 667
556 383 655
56 340 515
73 72 -572
584 485 952
570 630 396
966 256 35
498 506 -853
510 80 -358
710 90 -718
465 697 538
842 568 -893
360 336 468
451 129 -410
231 91 -124
249 462 468
637 601 660
710 582 944
650 292 8
932 430 823
240 555 -372
645 705 -109
576 554 397
905 544 880
69 927 -305
50 20 -682
624 587 -156
936 689 -376
970 522 178
217 354 -576
719 462 789
930 507 -687
550 811 -29
110 922 765
215 720 157
275 43 -730
176 111 34
387 404 -337
113 396 380
726 818 -119
883 380 137
625 11 654
565 73 608
535 868 -448
422 472 741
400 625 563
919 686 365
796 467 77
560 133 694
929 267 16
492 956 665
736 305 325
857 725 -401
680 284 396
434 558 753
445 226 -320
967 278 -1
117 586 -67
23 677 -706
817 700 -423
886 130 -527
553 559 534
808 518 -970
897 741 100
66 365 67
731 510 -647
357 640 989
723 820 -10
825 81 -778
434 240 769
335 159 -614
490 87 538
754 18 -396
651 371 287
511 491 -880
38 655 976
651 52 315
549 558 438
958 395 -668
214 131 290
483 419 -16
929 920 970
802 121 -80
440 432 -275
273 156 -961
441 776 218
900 357 558
270 843 -700
736 481 -775
172 59 -400
577 459 -896
88 336 353
566 350 -657
673 763 915
874 648 343
266 499 -27
753 111 427
938 215 -926
104 509 377
301 689 -566
56 104 -487
414 790 -921
377 558 541
783 162 542
554 326 -294
663 108 18
856 3 139
597 9 228
72 480 942
284 397 -282
87 76 -576
535 215 146
21 958 90
880 289 225
460 15 684
353 937 948
438 380 175
657 28 648
464 868 243
846 411 400
569 389 190
177 595 -665
350 430 -884
770 348 -243
622 785 -382
561 473 434
623 191 4
370 696 -45
553 845 -284
409 304 -798
951 889 183
94 348 588
462 585 -944
516 275 448
347 289 -392
587 617 -148
332 190 941
908 811 665
79 935 -169
494 645 327
442 140 943
332 411 230
865 281 -102
134 180 765
845 546 -536
347 830 908
765 194 29
912 374 -401
954 706 -363
311 817 -205
382 58 412
640 406 371
692 267 907
578 328 -103
51 402 779
569 818 268
754 15 -179
684 202 -255
85 145 574
60 795 -492
85 753 434
838 665 -772
644 443 283
670 483 298
514 395 58
89 287 -77
625 97 -958
778 44 930
437 90 270
884 61 -113
966 717 -328
842 509 998
345 122 -590
706 394 965
351 466 -215
892 328 791
827 575 -585
688 500 -558
103 962 -416
700 943 -429
267 578 -522
674 228 -22
477 160 468
276 73 644
50 226 -220
534 524 -258
306 121 -239
874 134 -863
35 133 150
342 82 -540
514 783 -394
164 378 -162
458 777 394
716 452 -515
745 366 863
631 277 557
762 206 143
701 110 191
381 441 -381
835 890 -185
728 697 -9
680 650 215
465 227 69
30 832 -478
279 485 -632
650 702 -319
759 864 750
110 224 -314
171 364 746
265 783 788
345 312 633
498 102 -417
579 136 371
373 306 -469
694 260 350
848 871 -876
902 555 419
811 899 324
177 937 19
498 116 -391
225 701 -270
811 586 854
418 86 991
406 680 -59
552 916 -647
577 307 134
405 673 -787
871 110 -467
628 836 518
880 559 250
231 731 -444
5 122 -300
359 159 366
67 828 282
72 464 -347
296 627 -970
157 1 -644
567 900 -14
492 504 972
910 817 804
731 330 -647
761 262 406
108 440 -56
683 939 407
256 120 -284
333 524 -176
485 88 -841
971 718 -602
683 582 -928
736 734 502
641 88 265
6 59 22
249 222 -7
566 603 971
163 636 -523
843 340 -549
704 66 -569
853 637 575
662 54 20
740 887 -869
360 145 715
175 775 -200
25 925 -358
521 671 414
711 460 860
440 155 11
647 91 653
804 205 103
178 712 835
215 953 62
376 690 757
356 335 -255
202 236 -918
216 213 644
891 925 -985
868 346 303
258 376 773
298 595 -893
591 209 -314
815 604 164
136 747 313
686 841 -656
850 592 -237
362 780 -783
592 638 -77
910 385 102
971 730 -711
487 159 -383
493 270 -157
243 645 518
771 338 -61
319 718 615
842 361 714
460 73 -173
740 363 -117
302 610 366
592 461 806
772 434 -220
909 92 954
358 374 932
295 602 864
842 281 -964
180 669 -461
417 668 -44
98 383 -70
715 712 -544
260 371 -191
192 361 -52
445 187 -252
83 506 692
952 193 -827
110 951 -120
299 587 248
624 752 230
426 141 -679
445 848 -93
966 70 523
414 660 -574
287 670 -898
281 899 -274
368 383 302
161 837 201
883 809 482
555 756 460
672 700 36
882 763 366
253 96 -849
78 695 761
618 721 -979
516 261 50
8 887 95
719 663 -444
461 404 -914
870 608 -797
323 859 952
62 835 -392
611 755 30
759 57 421
678 616 284
717 827 -790
968 736 -183
392 932 534
270 334 -223
953 845 -651
84 8 237
119 802 243
821 469 -909
395 636 -268
383 526 175
11 576 -528
231 861 599
20 172 120
118 596 -263
134 634 -819
63 77 574
138 118 584
772 331 -862
589 879 -868
968 462 -580
918 18 42
632 123 -850
290 548 898
588 318 963
550 691 465
210 178 53
751 848 385
149 173 -891
952 6 -138
540 545 438
369 798 530
735 82 335
132 484 568
801 351 -202
438 124 154
848 658 682
213 92 156
50 852 258
496 770 -805
346 190 -402
898 91 227
611 224 618
791 836 -777
276 193 -343
541 594 408
75 67 -459
298 724 -394
814 623 -939
467 503 841
933 694 -973
781 352 820
465 142 -942
478 316 121
782 905 545
741 30 778
348 521 -364
538 947 -105
855 52 265
610 867 905
877 711 -303
968 625 -456
150 421 -676
198 276 -486
858 63 349
801 445 -471
173 637 121
785 505 494
699 387 -977
620 112 -298
1 264 790
706 312 -361
232 762 -233
648 827 -33
32 597 -848
559 90 -682
11 762 -954
849 248 -921
83 881 15
789 797 -22
430 88 -141
575 379 524
815 6 365
279 303 679
620 4 -893
14 817 976
486 193 -669
389 892 762
438 810 833
73 529 -417
112 379 -351
94 735 442
621 647 -102
946 834 448
674 75 -586
480 450 -741
458 697 18
434 865 -538
104 842 173
698 556 226
156 297 276
487 778 -57
792 425 566
593 139 186
515 604 -256
941 488 757
36 183 120
766 582 -261
209 353 369
453 849 76
415 334 698
815 571 -415
552 173 -92
323 107 612
260 84 684
973 303 601
305 895 -419
923 906 -616
237 731 -526
802 638 999
170 742 432
98 731 -542
971 570 -318
91 887 -790
853 12 452
437 257 256
65 436 610
116 628 233
226 666 718
398 94 -785
745 393 -261
484 707 463
46 3 263
231 951 -877
739 557 10
101 320 -791
65 750 544
13 78 -807
328 508 -324
810 747 335
574 245 -84
809 327 -123
4 715 408
121 397 825
865 385 -734
240 5 222
836 416 -602
658 921 426
269 584 238
572 711 66
787 651 -641
614 676 -231
622 758 -346
577 486 -916
600 281 54
477 730 792
153 783 609
534 564 517
375 48 794
604 802 -560
245 808 890
160 457 34
195 87 988
851 409 -400
323 288 577
380 829 -342
832 542 93
530 43 43
944 800 -525
33 214 981
440 781 425
253 631 836
388 62 415
419 474 230
841 711 -594
959 926 -589
813 956 229
653 780 -74
221 437 -154
358 406 -963
793 672 -806
749 415 -810
626 577 830
836 131 -77
73 583 491
75 199 955
282 861 -680
297 700 418
319 521 -653
42 49 -862
63 692 -645
881 753 -537
629 312 -69
758 788 -252
209 954 -831
213 209 707
819 796 474
336 658 541
179 111 742
471 662 490
494 60 -957
840 741 824
369 170 462
18 41 457
414 941 -8
653 302 -39
259 246 870
667 655 -512
515 23 185
272 799 652
836 847 162
52 315 126
495 817 817
446 860 116
707 525 860
569 539 713
365 662 587
107 445 -334
184 223 225
234 971 -182
326 558 478
900 928 -408
29 369 -396
864 871 558
91 153 56
233 427 -330
32 631 -751
770 308 726
272 878 -216
593 162 59
309 695 564
249 96 -421
558 307 473
22 571 -698
850 20 248
933 663 -896
936 759 -432
762 282 -74
468 129 -769
412 767 -480
751 46 189
552 300 199
146 579 527
502 930 -442
36 527 66
493 681 442
361 412 -451
707 269 924
296 945 757
836 888 583
848 10 754
540 307 708
150 279 931
849 49 -298
700 916 -639
471 841 -117
131 730 -143
813 731 -460
324 448 -999
242 549 -766
380 840 261
123 354 -326
130 271 230
63 453 534
154 497 -248
322 430 915
602 545 -452
877 852 -165
973 637 762
76 388 -774
153 248 414
91 461 448
313 869 914
177 388 27
784 773 652
73 837 58
965 198 83
149 498 -481
618 762 841
98 410 -477
885 131 660
92 852 34
586 449 -779
306 137 -633
192 900 528
444 910 627
626 857 -52
147 118 0
153 219 815
542 615 -462
576 182 352
799 698 908
392 480 165
479 886 -667
30 661 760
123 357 -209
453 889 737
74 973 -359
287 34 -601
62 975 -701
158 680 -849
437 34 -823
825 442 -253
116 658 -165
227 871 -688
829 225 -2
484 490 -196
460 510 770
266 697 -493
251 343 -393
834 823 641
671 682 -999
550 791 -583
944 423 989
867 306 -269
915 892 -588
216 741 -261
329 309 243
719 853 -990
837 545 -430
822 643 801
903 342 -433
77 499 792
370 889 350
320 773 865
229 742 -320
499 360 -181
13 251 -967
958 229 839
520 332 -979
495 830 -73
666 365 4
650 611 -634
748 281 943
431 850 694
521 359 664
468 20 -381
877 324 -122
408 304 540
187 628 -163
4 57 -189
435 371 -927
498 828 831
310 11 -317
297 799 -751
670 60 -410
67 424 60
846 667 931
735 639 -919
836 780 -519
560 537 -987
310 57 -21
3 645 25
492 559 509
207 195 618
701 401 -800
415 871 -347
967 424 -737
163 232 -460
538 531 498
810 193 -280
657 797 919
731 668 -198
899 448 131
370 630 493
65 51 -490
193 311 419
313 349 126
62 873 444
566 124 151
54 483 472
532 396 32
539 443 -369
598 930 242
965 370 -98
127 666 -672
423 28 367
482 237 -528
922 563 675
301 555 -99
853 810 432
183 466 -83
974 278 325
553 302 314
762 781 -806
399 476 563
844 758 -400
404 929 340
817 567 268
480 523 -578
157 317 -601
963 686 -749
108 38 -117
174 162 31
419 143 -191
828 690 -873
945 916 -412
176 966 348
582 81 44
947 954 -637
569 699 -185
941 320 448
363 666 54
162 746 -81
199 390 107
788 222 355
678 909 455
96 409 879
487 620 326
781 192 -461
303 678 -665
154 220 587
606 278 -191
215 586 -720
897 803 -311
79 719 -532
277 494 -965
467 5 -222
724 797 -585
500 679 -411
237 514 226
466 16 600
580 346 385
363 691 874
870 376 944
573 884 -603
538 231 -170
635 337 581
912 714 -314
414 502 -986
858 507 183
888 918 -108
683 951 -341
350 656 -196
52 531 322
301 204 934
242 794 122
544 225 -465
941 542 -226
966 270 959
530 521 -872
327 873 763
795 224 169
647 401 -722
563 142 -388
100 481 854
708 894 -423
180 959 866
199 817 965
292 303 959
520 157 -627
682 721 798
753 741 398
821 969 -554
778 192 -199
605 829 882
403 342 428
99 121 -465
445 756 869
281 260 -848
7 828 -365
955 377 75
982 855
60 309 -54
656 213 -436
722 100 366
246 240 837
286 732 318
485 85 0
96 344 -160
137 544 116
255 338 214
157 479 664
81 229 323
15 981 675
242 602 121
314 410 -653
198 376 -745
302 562 -597
890 213 -567
805 218 -482
585 398 -747
299 221 -624
801 126 574
442 837 -189
341 412 -798
629 377 347
353 384 407
210 253 -197
115 657 575
376 208 -312
630 590 -210
136 864 -240
303 700 248
435 523 964
103 443 -898
885 432 292
949 325 -306
360 956 -475
319 690 803
460 177 528
894 715 926
950 160 -419
205 326 -141
932 93 -687
486 58 367
886 556 658
757 96 -141
886 138 558
451 42 318
219 709 -551
531 918 -289
24 136 148
762 541 155
919 158 756
233 601 48
389 875 -648
725 757 43
869 698 452
811 386 549
108 902 -689
225 913 509
529 770 387
358 238 388
538 325 167
797 200 -569
580 609 739
267 320 -994
809 78 257
245 565 -635
72 149 47
62 300 319
17 95 -941
797 576 -455
779 874 17
745 734 -771
875 179 912
549 456 -308
394 458 946
272 193 312
302 240 -882
148 700 737
196 96 203
543 31 -390
782 807 -990
130 771 113
712 482 -955
41 337 323
141 432 855
947 264 -899
574 780 49
214 852 166
291 544 -181
129 107 639
541 908 -815
246 210 57
453 629 988
313 257 -655
617 635 -368
679 141 -971
244 899 -323
953 594 443
605 193 -600
369 195 -475
750 22 954
524 946 781
407 240 -629
496 887 -768
927 129 399
239 250 429
637 104 286
184 546 -686
917 652 855
8 137 351
941 539 918
142 259 -17
444 94 -210
563 543 -624
597 397 45
760 517 -321
260 342 317
41 67 -858
663 549 237
442 215 799
253 560 -733
355 879 436
139 360 -626
652 751 967
93 834 -131
632 905 -871
976 28 587
159 968 522
49 759 3
652 242 982
784 194 -821
974 96 -195
446 579 -893
246 730 233
90 409 931
872 261 352
349 910 939
411 213 930
623 660 -864
271 583 -428
886 214 865
437 846 -192
187 594 -728
431 880 -925
423 125 -719
609 700 -205
255 616 563
963 433 674
45 699 705
828 168 154
923 10 786
639 311 -851
850 253 19
295 598 -246
876 507 -39
959 418 344
260 454 155
248 637 -643
20 243 -725
549 403 -727
327 434 784
721 921 328
142 205 493
652 731 508
87 476 942
722 382 201
796 73 -993
842 660 -906
635 647 -98
8 570 -881
863 28 -555
842 653 113
247 864 -299
976 932 -84
721 909 683
238 416 848
298 862 450
734 334 329
700 19 -208
846 798 584
672 700 -487
967 250 680
94 781 -232
400 733 889
909 261 882
927 167 136
664 824 827
404 614 -901
208 216 407
493 563 445
177 346 909
617 627 -28
886 311 973
880 457 -610
85 891 862
376 118 319
233 645 589
412 630 132
325 318 252
670 907 915
425 656 100
335 889 85
708 102 -498
96 346 -761
316 434 -442
692 27 -393
811 905 -497
4 343 149
882 456 169
789 553 -820
425 243 -25
70 843 -362
802 141 -439
433 219 -995
621 158 976
700 192 501
72 455 -102
754 795 901
625 279 -751
358 18 -882
929 639 -205
195 436 -182
258 935 680
260 303 -573
658 375 -552
45 180 -140
12 662 -840
549 208 324
178 844 762
199 6 286
925 703 244
46 703 -260
501 372 -260
805 738 840
886 925 207
28 501 473
379 86 369
943 650 -813
16 429 -732
649 401 621
152 578 -958
101 12 690
182 980 189
323 379 707
599 684 -410
786 770 -189
206 488 550
745 947 -606
778 31 299
515 462 -124
461 937 -372
834 934 -515
221 627 -534
380 586 621
321 189 -530
896 703 -572
951 255 49
489 713 -850
437 512 -893
371 428 31
828 75 464
977 350 -137
836 966 986
269 211 -276
135 843 918
475 124 -849
275 789 823
861 372 91
373 497 967
621 574 151
172 773 -131
429 333 749
765 271 -340
341 970 298
242 642 280
23 68 956
803 93 -887
42 396 743
786 827 -143
34 211 146
547 259 -121
775 978 -246
416 585 -704
100 399 805
634 246 851
627 901 -752
601 486 654
757 144 887
184 891 578
421 771 -100
122 690 24
455 572 578
734 868 -180
813 366 -416
900 870 -298
144 96 -607
778 654 -152
227 132 -378
583 775 -818
113 263 -322
338 502 468
951 488 558
439 969 -664
170 796 518
81 80 -916
154 578 311
608 850 594
507 514 -806
294 666 -658
436 365 740
373 296 276
565 402 -219
905 979 -919
562 800 783
596 524 -18
773 5 -498
534 177 -492
38 657 -42
117 63 61
729 824 795
434 735 -237
692 39 36
331 621 -434
619 398 125
673 13 -729
452 222 -400
763 529 784
213 559 134
439 391 -589
476 595 278
170 755 -320
254 275 -69
785 778 -48
944 521 -290
175 718 789
784 634 733
578 59 -153
552 831 623
412 386 258
122 884 -873
474 313 693
899 113 -250
845 107 -748
753 804 413
643 696 390
74 940 -625
928 778 -297
450 332 4
644 116 -755
313 287 871
229 79 -430
645 890 -417
143 307 -513
876 47 -301
446 263 812
623 508 44
41 836 -881
613 246 74
68 415 578
776 924 -12
117 197 -408
547 893 860
484 204 104
862 671 169
165 699 119
707 850 712
419 743 653
208 338 -625
78 302 171
165 672 66
171 862 -677
864 325 -722
228 137 837
932 495 -854
144 658 62
722 68 615
559 958 207
165 100 860
969 836 736
676 769 -266
528 210 521
475 109 -912
858 373 344
968 545 -238
830 512 -862
646 702 -393
560 254 -57
436 712 314
832 512 984
658 714 414
267 334 228
808 770 739
54 540 -638
844 455 688
584 804 -245
8 82 725
438 840 166
413 834 409
409 86 -411
283 52 276
876 324 -70
692 188 -73
30 521 81
481 377 -983
192 713 381
530 384 -993
126 284 468
454 189 374
789 345 35
904 540 40
17 848 962
791 131 -453
901 62 12
110 544 957
334 749 228
315 707 -696
80 190 357
201 635 -542
903 431 -671
598 703 -297
588 594 247
759 493 -969
585 34 -455
662 648 161
977 598 435
698 740 -401
254 338 -573
499 853 -822
782 584 -794
51 391 35
211 87 40
30 693 461
856 755 341
915 564 -918
976 449 756
522 731 -817
489 136 320
304 601 -143
868 362 -411
611 392 -918
460 97 338
201 759 290
268 581 279
650 407 774
267 485 495
743 862 -704
364 462 449
370 825 664
59 22 427
206 60 871
920 445 87
903 820 933
673 649 442
871 431 -237
36 495 -371
748 731 -440
323 170 767
185 125 -220
626 697 144
86 490 866
804 321 -960
240 335 -931
392 724 -927
81 175 -502
465 464 -755
782 583 -88
55 711 635
394 46 -386
232 402 -874
721 655 -554
693 850 328
661 702 497
273 921 -669
839 906 -273
21 52 734
201 853 -122
54 323 -436
918 871 187
821 229 -664
150 670 260
974 919 -998
889 365 529
245 708 -261
402 620 -695
257 878 866
798 844 -502
636 948 -893
474 967 -679
752 458 257
919 274 779
761 260 650
324 548 46
375 451 -494
169 902 505
72 828 -455
787 462 -946
690 302 623
263 559 230
727 116 -266
945 159 294
195 238 226
102 907 96
775 180 617
214 437 305
306 406 410
898 542 -389
150 56 -259
371 530 -879
232 595 -634
238 749 -836
622 754 56
179 7 -13
386 615 98
145 447 -699
734 219 -93
628 710 -143
863 534 133
353 795 378
532 950 313
936 380 400
516 893 -838
416 153 -720
909 790 -826
873 522 -323
864 259 -725
59 271 -246
156 849 -63
799 329 604
206 179 -402
327 53 -835
437 485 944
243 573 -572
610 338 -544
4 640 125
145 506 156
135 544 975
652 474 302
371 683 464
755 966 -810
634 453 293
820 365 -234
699 72 1000
854 52 -126
126 429 -408
526 30 22
573 45 993
43 736 -497
532 96 -378
241 954 998
137 392 -867
941 566 -100
373 967 -328
138 121 -321
703 180 114
594 521 -119
769 523 -47
980 130 -320
622 962 -80
120 634 -124
328 564 -831
338 163 933
418 263 568
29 20 -611
90 396 407
796 398 279
365 661 900
712 76 831
15 817 -796
900 582 749
602 662 -762
895 728 45
918 727 -941
201 630 -103
287 639 -82
327 842 584
289 616 -682
734 898 -29
629 537 -642
429 968 221
726 558 -893
701 771 348
481 46 778
80 904 554
595 645 994
20 605 800
13 520 404
188 431 929
895 476 -674
357 938 -15
4 892 -235
305 308 -612
417 874 -456
923 646 -159
146 837 -422
582 543 -963
443 840 42
702 315 -124
86 662 801
215 613 -776
240 890 478
821 391 136
233 852 122
649 624 -143
424 232 829
178 519 46
916 942 -975
313 62 908
534 527 -579
609 387 576
799 506 -129
574 596 801
683 853 350
3 515 -229
906 749 -908
964 594 -59
38 718 -761
652 861 391
362 394 -658
460 406 927
648 852 -370
293 113 -238
449 643 -407
735 22 62
446 465 -165
32 734 205
53 930 -861
625 60 991
580 622 -759
885 241 -928
96 36 -349
868 841 39
257 277 144
883 484 -193
718 410 -603
383 341 -336
283 14 -820
954 948 -464
821 380 -857
585 199 810
541 570 567
460 614 -440
280 527 998
37 123 573
272 307 -367
595 211 -221
877 867 -775
572 399 871
335 863 -301
