962 2547
847 596 639
401 184 391
277 642 120
524 285 728
117 527 570
323 617 909
693 314 483
581 642 770
731 961 106
236 853 634
508 262 908
207 135 605
814 860 503
37 412 434
356 424 456
166 198 110
692 194 326
125 727 646
480 686 584
415 768 8
886 403 907
722 636 469
249 805 423
185 294 755
796 621 181
543 719 821
867 773 535
28 607 498
646 436 648
28 164 45
13 299 781
719 741 485
59 786 76
430 120 605
252 327 568
220 905 461
502 110 387
440 408 288
736 876 582
316 93 493
484 367 270
926 441 127
74 538 739
215 272 248
378 66 810
803 88 276
251 549 22
744 472 268
584 150 213
433 847 429
454 732 528
667 151 798
553 316 572
393 146 681
213 473 590
607 621 751
839 94 159
553 96 520
250 512 667
700 394 363
158 462 208
745 23 17
602 55 908
434 696 829
641 580 431
633 600 61
594 82 796
395 441 389
846 883 952
539 142 852
682 610 612
666 931 641
193 554 61
665 469 289
150 434 508
845 27 58
608 32 87
87 463 422
330 721 819
908 716 400
846 254 13
7 95 129
825 444 265
399 374 872
409 206 369
952 5 649
921 222 581
245 34 218
416 203 84
533 844 182
310 828 902
519 841 540
401 263 550
679 845 283
611 662 530
716 335 958
746 323 779
157 848 915
177 700 578
603 842 697
69 85 861
54 953 1
591 850 747
177 169 517
32 189 831
293 709 840
649 729 350
923 741 131
619 731 535
893 81 980
930 528 541
379 799 60
359 355 508
344 480 756
389 361 301
262 122 24
268 408 206
654 379 278
685 69 409
502 476 74
176 342 8
804 154 789
238 347 759
537 831 294
620 815 646
75 739 347
322 557 8
489 204 153
468 466 747
815 882 995
920 497 363
386 356 969
390 921 150
399 867 546
82 443 506
698 369 393
152 771 911
478 797 636
419 886 236
928 778 217
429 180 869
353 14 866
936 847 910
206 945 542
430 802 379
688 729 122
402 204 185
388 892 355
9 139 325
462 591 709
446 890 615
225 62 882
306 204 499
216 854 55
188 166 208
441 117 5
166 701 19
644 517 659
315 581 675
247 373 476
461 238 341
100 753 694
842 513 458
654 692 767
599 647 510
423 930 344
956 949 1
500 86 374
465 642 614
390 129 279
112 180 625
701 179 938
432 123 906
112 69 740
221 248 722
901 758 379
861 893 856
667 837 325
505 423 582
215 218 191
476 534 152
229 739 302
291 539 581
528 504 828
786 615 359
446 251 159
777 431 885
105 646 126
445 934 489
278 257 364
183 167 445
755 524 743
530 856 583
494 349 423
848 133 959
929 851 653
511 497 733
30 41 76
614 912 877
911 842 999
193 308 95
143 622 524
375 236 975
348 862 492
409 419 637
21 874 537
187 169 275
590 949 117
818 688 163
557 645 901
712 736 718
954 816 641
669 913 646
304 46 239
161 394 232
360 604 48
