8358 27186
1582 5560 224
7197 7969 750
7638 2314 -375
7701 7459 312
4447 5284 -135
300 5355 502
1049 1652 -232
2187 6217 837
8157 3862 823
1087 3321 747
6118 6931 439
583 6403 -442
1489 4424 366
6644 2397 -205
84 2460 -459
441 5364 207
1489 7294 180
7968 5833 661
312 7270 825
7382 3510 -154
7973 3747 112
4436 1043 -628
7181 7329 -244
6183 4512 444
3199 3520 -669
1228 7305 456
3245 338 191
3981 4765 416
551 7354 -214
1977 8115 46
5434 7012 -848
7224 6988 -785
7997 4361 611
6003 7858 -20
1809 1983 -747
5299 2625 -504
702 977 -495
1439 5464 -25
4693 8281 -307
3292 1736 0
434 8193 548
1713 1470 -206
3268 6875 96
3202 1701 -842
7103 5038 226
6736 4931 437
5710 6726 -521
1598 6890 -185
8143 1489 422
6358 2866 30
6210 6439 265
3241 5747 568
2395 3176 -317
4307 7150 -925
1184 5542 -829
2091 6596 -448
4926 2007 -274
3561 2295 776
4772 5943 -197
5551 3253 351
4372 3905 -125
5467 2413 221
5656 559 689
888 764 -311
3632 7260 105
4778 5459 -62
6358 6667 -227
6773 7295 -94
67 6847 -466
5345 2906 -231
3760 6789 210
3015 8342 -525
5762 6993 -410
3035 2741 216
340 3833 -211
437 3160 -586
4327 6409 936
1446 3428 -419
5105 7913 702
4606 4613 -336
3640 3977 -183
654 4636 -220
3258 1172 317
6771 5964 -892
2580 6167 137
2213 5982 -560
395 4237 -796
4508 6459 -452
4284 7359 -783
2457 747 -543
4658 1105 307
3128 4572 380
5200 5364 994
6368 2719 -374
3031 5110 668
1103 5779 -255
8322 8323 761
4266 1725 -378
5365 2761 567
5937 6786 -63
5669 1590 -445
2757 2374 426
978 7448 -681
3554 2768 856
4741 1135 -360
4852 863 644
7599 8327 -139
4385 3629 592
6710 4960 -854
7439 6002 914
5467 3112 434
1637 5082 731
5143 7023 -451
7553 1751 541
7646 6014 512
6628 5389 -787
7736 3677 -413
1099 612 340
6382 6178 565
452 5663 363
6687 5353 579
2525 5730 -406
3759 872 -15
7590 2159 -967
723 1819 -960
1769 3953 6
3706 30 -76
3720 926 -827
51 7131 171
3615 783 215
6170 3634 646
5705 7122 -550
7991 8121 699
1606 6402 673
2236 7724 640
7952 1756 -381
2511 3531 396
5354 7052 746
3587 3585 -471
2141 6772 -1000
1195 2317 -58
4619 3593 782
6159 7163 844
3661 5061 25
5747 7574 313
4836 6870 149
5235 4401 921
1420 1772 -21
3845 3176 844
5987 1307 -919
5683 1972 -852
678 5276 771
3950 3401 -13
522 2872 -963
6396 3844 690
1939 5166 418
1313 3126 760
6740 4793 206
6382 3649 789
3669 643 -212
4263 417 -519
5458 7877 99
7971 3797 -141
8173 2862 -333
1510 6150 205
1260 4921 973
6246 3378 20
4455 2206 264
4929 6920 611
1388 2310 54
3716 2784 467
1606 1992 468
1696 716 -545
329 3088 77
6239 2014 -582
5723 7036 738
4992 6918 -499
1398 233 -810
6140 797 554
3887 2262 489
1918 2220 623
8350 1899 -412
4967 2632 679
1554 160 -979
7980 1485 935
5654 8319 586
1778 2641 -656
5599 4750 692
6696 1716 -114
7916 1904 427
7390 5883 172
7852 3642 -966
7088 2571 -535
2487 59 405
8197 6422 -346
7819 483 50
4511 5931 263
4394 6907 -420
7922 7032 -410
6665 4488 523
7970 2655 870
1044 2858 -865
7410 5941 -995
6534 986 -596
881 2628 -64
2916 6444 -190
7714 8088 298
1013 2605 576
1752 1539 -382
2362 7158 301
1768 6642 742
124 1050 498
6954 3063 301
4130 3466 -22
820 146 799
2830 2392 -1000
3280 570 -103
1026 5387 663
7257 332 606
7464 461 -291
7934 5245 362
2891 4512 -598
8097 3583 -700
4896 4535 59
7777 524 172
5562 7948 -568
917 898 -565
3262 6500 -878
3924 2509 -789
3465 979 -974
7153 5545 -833
370 4375 -236
7262 817 -431
7163 7423 -959
2381 2205 656
5999 5794 40
1779 5344 627
1200 8207 43
2914 3574 653
4142 5884 953
6183 4983 631
2149 4743 691
2100 5695 -887
1729 4544 -942
6523 6801 205
7668 8064 260
7127 1453 781
6212 7914 -675
3373 7690 -925
5201 3063 741
2355 5232 981
4300 3916 211
7188 1274 -599
455 935 -413
4263 1104 772
2455 3124 -235
3865 4021 807
927 2000 109
3936 5639 658
1530 6977 583
2218 6026 -167
2180 7676 448
5733 5043 -689
6842 4141 629
7910 1540 -144
7527 1158 898
6689 7941 -76
4109 2091 176
5609 2609 -802
5394 3114 772
5093 2709 690
3480 6685 -607
3535 3194 149
4268 2945 -421
5423 920 -55
15 1691 -431
6380 2999 220
3479 2161 -554
651 5454 618
6501 6161 -490
5103 5934 651
2484 7361 -981
7093 694 -5
2109 1579 275
7304 2581 -984
1601 6084 934
3701 628 91
2092 4072 836
5575 6038 -764
5654 5322 -290
1574 92 -591
7683 442 -575
7173 1744 -618
164 218 627
5085 7568 -636
1931 8338 98
136 6898 -398
7634 6279 862
1404 7617 -317
2306 6790 300
952 1022 -989
3918 6452 -231
4934 884 -713
2746 3558 -997
3096 3229 -843
4853 8184 809
2788 8102 -304
645 6695 207
2821 3932 -643
5347 329 -775
191 4253 -856
5118 2606 876
7755 2902 928
7973 1283 -747
2505 3502 -539
6044 4453 834
7070 3660 429
2814 4712 296
6712 4602 -634
4 172 115
4182 1269 340
799 7268 -795
132 1924 -20
7587 6310 -852
8187 7663 698
6936 8352 909
3362 3641 777
2540 4038 260
881 5927 -944
4364 6537 356
5268 7115 258
5789 691 117
6556 1775 -745
7205 4388 -999
2310 3748 -412
8110 3080 174
2798 7223 -544
8166 2495 625
4803 7961 -1000
538 2320 835
3867 4457 -350
6940 5434 -276
2962 4767 -144
2673 226 831
4374 502 101
963 3649 313
1636 5869 86
6021 1210 -225
4339 5922 -893
2389 1179 579
363 3250 108
3257 7605 293
5250 1161 499
5496 8214 975
5591 6086 860
3373 7082 90
738 7044 108
5045 7187 -811
5110 4894 681
8095 4739 -763
970 6410 -434
6713 352 -447
518 1330 -778
8186 201 497
1500 5051 854
6869 6125 -340
8091 5825 845
5773 7293 -647
1224 2504 -854
7175 5690 516
3157 2352 122
4963 5262 -813
3551 3112 -217
2298 3135 606
849 4884 -906
3243 1184 -532
4182 2018 -813
1849 5749 -534
753 4751 -938
2982 3253 598
710 4219 752
6449 7865 -80
4502 1571 538
3969 6244 -409
2105 3467 199
8043 6445 -577
6591 2822 596
3732 7497 451
7041 4820 -156
4916 1097 740
1847 423 -188
5739 6824 258
3322 8214 385
1421 3232 557
2168 811 13
1776 2026 975
1657 2115 624
5472 3917 484
7555 3827 -256
266 627 -406
219 2745 208
7262 891 -575
3907 2287 -159
198 2962 851
4288 5704 298
615 5193 -430
5490 2830 -208
1767 5886 -524
1710 3134 -792
4433 1400 923
2484 4810 477
2355 277 -851
6171 3196 -336
539 3084 752
1189 4710 -475
7626 6511 329
7157 5912 -884
2202 7147 357
1431 4434 -527
3236 3814 -33
666 481 195
7240 4087 -889
1399 1514 -768
2701 4642 208
2662 6225 -101
1500 5838 -750
294 4658 -614
8130 6951 -968
1291 7237 -393
2449 1690 675
4015 4641 511
2361 2122 -133
393 1761 -454
2668 3271 344
670 7310 190
6248 6676 529
2099 4501 -924
7774 7709 0
3733 3911 122
871 6896 -976
2032 3409 -190
3135 8281 403
3210 6745 318
5282 5492 -57
5235 5767 528
3990 1210 166
2738 1608 -581
908 7501 725
1529 5683 853
302 7151 403
5406 7762 -668
3702 7647 807
6310 4968 26
8018 665 953
2798 5120 118
3631 6442 -380
6976 3073 970
766 6570 698
3321 4837 -884
2765 5086 413
5610 2314 -30
1663 2740 -578
3727 267 1
4666 7353 -316
1869 2763 -312
5563 3703 884
4106 4226 -576
3768 3643 -944
657 1491 968
4764 1251 691
4902 7161 -584
2260 4067 656
2011 5485 967
6196 4710 -57
2257 5824 -786
5354 1162 886
368 7850 -95
300 2057 -648
664 788 -215
7849 424 -700
3890 6244 -940
1020 4413 116
1530 2785 -753
2967 7461 -26
7338 4056 -875
6665 656 865
953 6411 -800
8346 5714 -503
7588 3258 516
2684 3168 -233
2424 2859 -405
7020 551 -374
6498 2264 481
52 6831 -960
1808 6109 -684
7330 8196 -882
1509 2603 -982
7472 4259 -155
7128 6401 925
658 3789 -122
3018 2315 894
3124 7256 808
1946 824 708
6762 3582 -745
7505 5378 32
3122 3404 -602
8226 4417 320
6256 5194 -997
3263 7262 586
3865 7996 -636
3936 7746 -97
7727 6772 29
2179 5212 183
3503 2625 291
5245 8001 492
2136 3250 -346
7338 7511 637
2865 2027 475
525 1579 286
925 3714 -403
2119 5122 -326
7810 6281 -547
6942 8123 902
835 6314 -535
4355 6163 -551
7960 7182 458
1881 5041 -161
2969 7914 932
2811 1070 798
7994 5643 483
6585 6197 -511
2293 3975 61
4785 4033 -768
4025 7086 -629
4376 2872 -610
6363 4832 -898
4647 528 801
2095 4695 -747
3945 1114 717
299 2299 -224
5700 2490 -830
4471 3715 336
368 6580 443
4664 6605 719
2101 8192 -995
4025 4299 -698
3319 1847 -920
2287 7914 977
1741 344 285
3565 8247 -417
6520 8087 -976
6895 2722 -362
1028 5533 847
3719 7308 -27
2707 4171 -257
1928 4892 828
3063 5515 47
2121 3614 -403
5786 2154 484
7515 2726 -311
2836 6529 304
4412 4588 275
860 6433 -739
6766 4135 859
3943 4986 80
5613 6631 -301
1386 2377 -677
4436 4990 -630
4099 1862 -149
3979 4175 498
6294 6002 752
894 7597 719
4123 1761 463
5682 710 51
7608 2596 440
412 365 -718
6418 4803 910
827 6775 692
6161 6361 -679
991 7996 -942
7104 3499 764
6098 7675 168
2619 6207 604
2855 7383 -948
1404 6705 -736
83 2900 -965
606 4496 -228
3752 520 -804
1473 1132 -479
1480 1254 -871
8238 6257 264
3722 1464 933
7182 7707 828
6847 3708 -230
1256 7809 282
5011 2945 -359
1164 5827 163
1951 5797 141
8353 3706 672
1459 2497 -575
2940 1614 -190
4201 8245 -309
5620 7281 -597
8120 6191 -182
6469 7291 -725
1732 7871 804
6032 1363 79
1055 314 438
4524 4435 -646
5883 7815 609
3012 4328 -566
5359 5229 137
4598 3430 -19
2023 8147 -771
4404 4058 -21
3358 3176 437
7722 3960 -782
8107 8123 623
1212 6964 91
2324 870 -120
1820 8144 -656
136 998 -277
4222 90 -366
4851 5225 -273
4101 6340 -572
2817 2617 -676
5284 4876 -873
1221 1277 838
6116 2655 -760
1597 2376 -833
6613 4445 679
2390 8154 34
4646 171 52
1772 6343 -742
7006 1319 -495
6236 3982 -771
5218 3249 -328
2466 6549 743
4835 8185 150
3583 4564 786
4447 861 -325
5754 7236 263
8176 8161 -538
6329 4562 -483
3634 3800 -351
6116 7140 934
341 4687 965
2020 975 36
2158 1966 -751
939 5798 -223
2047 4881 -629
1860 6560 104
7584 3441 -881
3860 1942 -83
916 7088 -243
4450 8189 -650
1244 1100 -527
4771 6733 327
2522 3744 188
4509 4252 482
6683 4813 -681
182 773 -431
7915 6476 -849
1316 4693 -91
4889 7958 -79
3440 1510 -863
3731 4561 654
3561 6187 533
6837 5605 -794
7832 3085 -10
4968 4834 -903
3492 3974 -285
203 6934 206
2732 335 559
4375 971 461
1217 5831 -826
2442 7501 -215
7734 7578 -987
6730 7547 700
5496 4064 -326
5556 7692 169
4436 3726 -669
254 1286 359
2497 875 84
53 6162 -868
379 4469 260
1609 8211 420
8285 917 -629
8320 6768 -299
1155 4205 -94
3484 385 107
6755 1736 -153
558 3277 -851
3679 312 -600
6497 6019 295
4778 7439 676
3233 5821 -404
5850 8284 -847
6017 1817 668
7705 1281 -268
2405 495 -968
2323 5454 385
7791 1627 949
1715 5714 333
5288 805 -625
921 4575 402
1781 1584 -106
1705 1709 19
37 862 -997
8024 2338 -690
2906 4928 -680
3352 3237 -338
4701 1009 922
682 4144 -581
5644 7720 784
5732 3492 -651
2477 8253 531
7167 5127 -997
5170 1674 299
4769 5360 920
2541 216 -423
7233 7168 -137
415 2381 -183
4808 8236 -654
2828 2582 574
223 395 182
913 7512 256
2006 3544 590
7275 5092 -242
1665 5534 831
3141 3337 442
1068 5605 -957
5152 8122 276
7978 1603 -313
4800 7790 -131
1645 7075 -789
4116 1440 -782
7686 5520 978
3550 876 -460
3759 5111 422
1806 8196 216
6457 1149 11
7129 5845 380
6518 4489 322
6300 5398 -233
3921 5028 462
2462 3119 838
5815 7943 -897
1728 8066 877
835 5652 -513
4216 7054 -65
37 6657 809
1457 7091 595
1159 7259 -139
4236 3933 231
890 3953 -797
5749 1037 5
3023 6501 46
3180 7106 -40
8281 4145 -677
309 220 -516
5088 6318 -712
2363 481 -603
5178 3435 -284
7995 1393 -580
5767 5782 -207
4578 743 592
7285 5991 495
5599 6732 365
1034 2694 94
5129 2968 540
4209 5048 495
2582 5270 968
5872 3985 930
2968 2603 -87
94 4941 -182
3420 4774 215
6732 4642 -756
4455 6147 -267
499 963 -137
647 7419 953
1141 602 -74
5601 562 542
4019 3729 -641
3319 2938 792
5526 5000 -284
7613 997 335
3143 738 -75
4420 945 678
7598 604 -668
6935 2945 -612
192 7764 -137
3254 8159 494
4601 7781 683
7082 7069 -30
3028 3717 296
7726 3782 -377
7465 6114 302
2851 7054 -244
5967 4593 -969
6178 3948 238
7649 2743 369
1231 4926 -807
3192 5179 -285
5873 6035 324
1021 6158 548
5948 934 559
6003 5072 -617
2929 5857 -826
4458 1747 124
6425 4923 302
4360 7999 -112
355 6687 749
7888 1742 -737
2582 4288 -146
6588 4269 831
3031 974 -774
4518 2538 366
4191 7030 -394
3855 1526 880
5610 2233 312
4385 82 864
2991 3354 -612
5761 987 721
7355 3920 77
1679 6348 356
731 8153 702
5848 5907 83
7647 2143 -743
3569 2822 -919
3020 781 -118
7450 7055 -507
868 1912 450
204 4296 -544
4094 8175 -330
5608 2121 -809
6596 1244 417
7037 3567 -158
5259 8134 -207
4224 6620 -874
2160 2663 -172
67 6426 562
3014 1624 539
3433 252 184
8282 8354 31
1570 2921 -84
496 1836 210
543 187 -235
5596 2837 997
733 7899 -250
6838 1976 942
3112 5882 -833
7241 2427 -445
3665 1851 394
4986 4083 122
7601 2498 -21
8292 8331 262
1004 7486 131
1285 6857 935
4571 7770 -523
3419 1828 114
7492 6043 -755
545 552 248
3836 8167 241
2708 2468 950
1105 3832 -738
5121 1686 -10
2561 7897 400
8086 4936 -836
4080 566 -767
7330 3842 808
1123 1964 -314
635 4992 -553
7250 4793 -267
957 215 470
1952 6564 -109
3415 7172 757
5496 3532 483
2079 6780 511
5186 884 927
5125 4204 -470
7143 1246 -283
5978 3338 520
5383 5123 -153
6512 3618 552
709 7220 -817
3093 5527 530
8130 5349 484
6555 1127 108
4546 750 432
2018 4750 -446
2679 4860 -741
7637 6598 148
1073 3894 608
3471 7315 -540
8033 1647 369
1656 5603 -546
3297 1382 -271
1389 6489 -983
4191 6482 557
5166 6478 335
708 4175 -408
1595 4068 -63
3671 6615 -317
2244 789 -412
5119 2805 716
4163 3800 -400
1711 8295 775
3984 7422 721
2902 2695 871
4880 5278 -612
878 8269 798
1345 1731 114
7163 1333 -907
7014 6669 635
7759 21 -341
1551 204 31
3268 4952 302
3768 3941 -904
5318 1121 -752
5997 884 153
3187 4810 -532
575 5722 -343
936 7875 -61
7387 819 -986
7440 2894 529
5078 7586 -715
3732 3435 -562
585 950 -287
7322 6596 765
4482 4408 -122
3740 3746 162
96 1629 118
6473 1181 664
7401 4106 846
8098 5583 539
7522 4054 741
1403 7028 82
2447 7621 73
5487 5221 -49
4789 1246 371
5093 6624 -157
2087 5348 -729
1950 5032 976
5774 4976 913
3204 6785 -694
1295 5920 -152
6443 5787 -258
6267 7176 219
910 24 394
1994 1788 -527
2198 3767 -152
1530 5329 -489
7065 6745 788
7703 5172 -836
3406 6326 200
16 549 -260
2889 283 -151
2699 4513 -369
3192 2920 -923
6122 1689 927
255 1914 -538
1473 893 707
5314 1880 654
8001 2906 428
3878 2921 -781
1775 559 550
2345 1501 938
4292 1152 -371
2245 1561 -769
6315 1333 242
5634 7792 314
1793 4926 -555
8095 3958 -902
3760 6037 675
4124 6376 794
5212 323 365
952 2855 -675
356 7711 207
5481 3909 553
1793 2137 123
1517 4424 -658
5116 5563 -428
91 802 -575
3638 1029 309
2932 678 -223
6088 6918 703
3200 6300 -477
2246 3562 200
5176 2787 -786
2915 6813 166
4279 1491 215
15 5147 -111
3602 1466 776
8064 4907 -635
3254 1814 156
3972 2765 -178
5460 6536 774
3515 2417 -974
7274 2279 -180
5384 1942 -516
4196 6709 319
5639 3071 566
7290 7956 28
171 2934 -565
2341 7187 -944
3058 385 319
5774 521 -428
877 45 786
4434 874 -670
6123 1702 -938
6879 6455 -515
4690 1760 375
1969 529 -743
1153 6213 -460
5939 6073 -954
7134 7729 -150
705 740 202
2913 7593 744
6413 2089 161
7560 7490 -472
1965 2864 -136
3138 6044 -303
5974 4930 -752
4752 7515 884
2135 3541 -561
8074 4359 771
5773 5424 944
3065 996 -612
2739 4449 -924
1656 3712 840
1713 943 639
525 4483 929
179 1541 -757
6303 2880 730
2745 3214 756
252 4788 -722
754 3377 355
2229 7580 62
7395 1996 -74
2197 5953 53
349 5827 -884
4670 4724 891
8344 7965 223
3142 6769 514
2586 232 -509
7315 316 559
913 6718 462
4260 8021 478
5051 7964 -360
1366 2542 -327
4919 259 636
4634 8258 -328
5933 6009 931
1788 7328 427
240 4579 -67
1952 6737 -638
3555 3601 270
7997 4738 179
3847 7042 200
3094 4044 510
6327 818 -820
7787 3084 -445
3388 5926 817
6892 1430 -273
5350 2339 -923
7190 2743 631
5314 3114 595
1020 5139 218
6699 7531 -61
2994 55 -961
1677 3589 247
2180 4465 -263
5771 7149 676
6960 7809 -730
2567 3141 -222
4462 7212 635
7763 2589 -993
6771 4444 943
3698 5808 -715
8015 7829 435
4323 1924 -997
1634 7588 -396
6518 1048 -298
4114 3552 -345
4521 7472 637
8168 3895 232
1118 5359 -903
6300 5932 835
3482 6011 -838
3500 3072 225
4125 2502 766
7969 3493 566
2852 6906 -148
7760 7102 426
4215 487 724
7927 2323 906
806 5212 255
3471 3404 -425
1236 2391 935
1585 3670 464
4382 3452 952
5219 3404 592
6238 4078 -902
4683 5433 -306
1407 3453 166
2276 5315 782
605 8092 317
4534 2911 690
1365 4411 -135
1859 7192 -143
7057 8220 856
3537 2813 -549
2090 74 952
7297 3889 680
4142 5520 505
1130 4661 393
169 4368 911
2538 7537 6
285 4016 -133
4797 3591 -851
1128 2565 909
1091 4361 294
6403 4740 -583
5361 3514 -768
7409 4424 -72
7673 3786 328
6180 192 351
4188 7534 -254
3718 7022 -500
2050 2675 768
3569 5835 855
3341 7252 -845
1387 3234 362
7565 18 765
6732 5822 297
6220 7530 -218
5668 3400 273
2507 2111 560
7522 3845 -730
5037 5521 -974
7401 1204 610
2611 5485 718
3508 3271 511
1219 7898 -322
5587 7023 326
1336 5176 -144
1661 4254 965
7854 1071 928
7150 4653 -289
6407 3156 125
5519 6800 710
3062 7098 376
6044 4691 387
1998 7089 486
3635 3516 -251
2868 7905 -261
7010 5256 973
5664 3148 369
5994 2054 709
2593 8005 -660
1825 4330 399
162 5850 963
574 1421 -17
1188 2699 666
3026 1608 450
2656 7947 -185
3051 4112 898
7463 7083 33
356 6129 575
3791 6013 216
3351 1184 622
6073 1243 489
1151 4901 -432
6615 2041 -216
3617 3692 -780
4746 4267 880
4829 5483 -837
7357 4871 26
1373 7830 325
6555 941 384
2917 6798 585
1310 1352 806
8285 5194 -812
2056 3553 878
1305 5456 191
6369 5208 581
5800 8066 891
6968 6695 -736
4134 2718 -105
8059 2523 232
198 5749 133
7902 8129 745
3253 2515 257
7074 7816 364
377 7330 599
1930 3725 593
758 5710 533
4959 803 418
4581 7136 886
6107 5450 275
3770 3491 702
955 2388 -641
4280 5563 169
7826 7079 -952
204 3921 -697
1009 2461 348
1662 216 503
5087 6405 -706
6195 5604 219
3031 1001 -278
5898 7863 540
4527 62 -441
3051 852 -985
5656 6973 213
6537 811 889
5501 2648 -589
5028 7858 564
5497 682 503
194 5940 -103
7446 7230 -675
1140 7411 -841
7606 8064 -432
3173 1840 -635
5670 6254 923
1063 7122 248
2060 7550 -901
454 5931 -398
1487 5128 265
7255 5357 -596
2329 314 382
5090 942 -606
1725 2624 -457
892 172 -625
6205 1627 -794
2943 5846 349
7579 1714 791
6537 5921 852
4355 5060 -888
1607 2520 151
866 3009 577
92 891 118
4091 5049 152
5650 949 116
1526 7012 -242
4295 952 638
1792 3603 652
6606 6884 440
759 196 -384
3263 6169 436
5776 552 -986
7618 6572 -694
6445 3830 -104
6611 1675 901
7050 3461 -669
6775 2715 -454
3022 2507 89
5641 2380 602
1478 5283 -392
2289 2556 -29
2470 5867 319
3026 3400 -706
6258 8324 352
2477 2701 -810
8142 6412 -461
47 1799 -307
5194 3116 -47
5307 5802 541
6857 3737 617
6575 3790 309
5820 3193 602
5736 4528 122
6982 6460 -657
4521 3832 -117
5474 4032 -154
387 938 363
2237 5426 -818
6484 2824 -89
7886 1937 857
1554 5432 -110
7227 486 -254
6519 4919 -931
396 1634 207
3215 6578 271
1505 3836 567
7625 4396 -441
7806 1634 -3
3761 8138 -577
846 6921 -92
933 5430 -538
6641 8044 -248
6642 1210 -489
3351 1047 881
7166 1251 669
3877 3002 -852
5198 6314 770
5391 5622 862
6879 7223 -734
787 7551 -89
7864 7169 88
491 2828 646
3159 6664 -200
5361 54 -716
4336 3656 -641
8243 2858 -129
771 7993 651
1863 7408 -721
2150 1041 -496
7412 2024 724
7659 4985 -471
974 4799 -618
8186 5474 59
2590 5184 247
908 655 -826
1477 1961 -143
7431 5412 -491
7438 5878 253
3901 2728 154
6722 379 396
1095 6679 -268
298 2713 -457
3398 7421 696
8154 1839 -39
7533 7523 947
23 5891 100
3769 802 231
3150 2736 -276
1998 5885 883
2411 2216 -59
7286 830 -449
3514 1381 33
2995 5781 -955
7972 706 -527
2014 6520 9
5681 6643 656
3790 4606 -185
7944 3976 -8
2495 6861 -804
6881 2509 -358
1615 4926 -393
3756 5431 -82
3033 3227 -800
5340 5212 526
4890 1784 937
7271 1837 -572
5842 1015 559
1326 5487 -224
3340 5885 371
3296 3572 -397
3543 1505 -213
6556 6359 81
972 6874 60
6874 416 -523
8249 1430 -557
5000 6205 473
6661 1440 -608
2397 1984 -175
302 3397 -912
6491 6372 867
4 5474 530
4782 3863 970
8127 2295 864
1664 830 -612
5875 3419 855
7029 824 -798
6931 2854 842
6407 1221 326
7341 1265 228
2699 5205 -315
925 3478 -867
833 4680 995
4433 5588 765
433 7165 -285
6522 3197 -25
5077 4442 620
6848 3383 925
2435 5849 758
2546 5632 889
4574 7541 -346
359 2909 -341
2244 2499 47
7894 7680 -146
3937 6521 -147
6870 5032 -585
1580 7212 128
3534 8280 -833
7995 5809 796
7560 7105 -279
7118 1898 -576
4231 904 609
7114 3576 421
8194 3407 594
6174 7578 814
1634 5860 226
4076 8239 300
4197 3217 -634
7968 4043 921
4471 2403 804
3189 4789 -975
2862 5720 919
2433 5426 -110
1207 8248 -107
2685 272 -346
1240 1484 -104
873 1783 197
3183 614 -209
4630 7690 120
5884 828 501
6734 7359 -366
2266 6307 183
6952 4010 -360
3455 7375 461
706 3462 215
5772 3810 688
7398 4787 226
7503 4438 307
5815 3315 -814
2662 7783 567
6816 3547 784
7709 1600 941
1046 6419 233
122 6438 361
4645 5989 -420
8292 675 -533
6104 5292 828
4426 1285 302
4509 5780 16
4579 5658 26
5365 569 -567
1658 3566 548
3366 4098 -257
5589 3081 603
6078 4884 510
2217 7632 304
2061 701 -89
3356 2163 515
6176 3616 -310
5966 4277 533
6125 7366 -759
2916 1088 -731
1740 1605 -147
1532 6626 -287
5710 2032 -362
146 1826 549
3066 228 -297
256 8267 -949
5423 7612 -521
1564 4198 -512
4158 6526 -445
1769 2163 553
7125 5565 381
6125 3910 497
651 1299 -369
2643 3320 -922
4638 1588 40
1030 2935 969
3842 2504 -138
5153 6951 -991
4077 3162 -763
7957 1377 643
3251 573 910
5276 6470 246
3285 4117 -655
4188 8064 -786
3433 1678 708
6473 1371 -300
7822 3098 -89
5556 7680 -412
709 8089 -808
2898 5673 679
1431 961 102
5151 1948 -454
5644 2388 -599
7079 2657 990
5838 1178 -725
4018 2677 -800
4222 4241 -187
7126 5390 -917
7548 3413 -701
512 7829 542
4991 4889 760
1238 1007 924
6044 1983 -652
4429 4511 -282
7418 705 -266
6682 208 256
5400 6803 868
4816 8175 109
3445 3868 703
5170 8310 -402
1623 2474 -52
3051 2743 -304
3381 3266 26
6591 2439 235
4619 3737 855
4196 3631 561
6725 4567 -375
685 2301 -180
8204 2158 -950
873 984 -726
1050 7786 -105
1221 7913 353
521 557 142
1268 6762 -217
3534 4576 -982
3492 3464 -331
3390 3692 -287
6567 2829 -740
853 5017 918
2981 4959 -672
736 8043 753
8337 7238 -394
5909 477 301
5975 5597 -446
1039 3833 548
5574 6311 -822
37 1722 -692
4034 7992 596
188 3766 -582
821 2224 331
7281 6947 78
5783 6069 -517
880 960 638
162 887 93
3761 3301 -434
8175 1585 555
4040 4014 -467
5457 7980 -335
5650 861 -82
8153 7028 -20
6321 4378 -380
1961 986 -485
4050 6786 825
3251 4840 465
3166 49 -402
3055 807 -585
5832 2310 -908
6090 5946 -954
8307 2084 -54
4727 6237 627
1749 8190 -430
6785 4338 -524
7287 6541 -163
6784 4017 456
5080 4630 654
5732 8259 -682
3736 1403 436
433 4116 -469
1019 5706 -98
297 4544 243
6943 7295 262
796 5279 212
6605 103 -374
7527 8163 73
4634 4316 -194
5316 1150 -731
7517 7616 -417
4069 7518 -489
4643 820 -279
1617 7323 -801
2050 4114 999
2883 5489 388
2646 1755 595
438 4953 942
8040 3735 -340
7375 6730 -82
7084 5216 175
5738 138 -315
5393 335 -745
2017 540 -698
7810 5235 895
3109 4012 -533
8087 5061 124
6008 3684 -580
1014 3181 -235
7357 8292 -864
3937 5003 48
1763 2469 565
1852 3155 917
7755 5262 -294
3217 4895 178
3261 7340 406
6635 5200 -617
7797 5518 507
2331 1833 248
1581 1056 -412
6548 5988 -983
866 6837 130
530 6035 948
3046 4552 -450
6657 2298 507
4722 6446 -744
2547 6595 -619
1125 2116 753
6729 2081 -474
5726 2985 -30
2056 6041 -566
5843 3553 362
657 3737 13
684 6849 -250
1789 1311 -428
3836 5582 -973
4436 7858 806
6612 4466 -819
2054 3267 716
4394 1964 91
1537 8222 -92
6143 3515 -133
4461 3879 479
182 3186 819
5176 6266 -807
4186 6134 -397
4897 4998 220
1461 4609 245
873 148 663
5333 3146 377
8150 2645 766
6839 7948 367
2107 4021 -995
5266 8142 -43
1659 2566 -335
6641 6661 745
4382 5389 -882
8106 5513 -175
8245 7247 -36
4779 4250 729
3952 7805 772
800 3198 -780
3815 7465 -758
4732 3057 9
5629 494 965
7184 1090 -173
5155 3813 875
5444 5507 -112
6555 7065 16
3972 6355 880
3587 4304 -959
3873 6998 -991
2721 1411 -658
3214 7720 378
7077 3477 263
4946 4200 -680
8045 5913 -953
803 2831 -1
3124 2356 15
6016 78 146
4822 8103 546
3626 7752 -872
2197 259 287
1475 2279 -364
8077 1385 851
5207 5219 870
25 4883 -328
4904 4920 516
7177 7740 383
1732 6101 626
4576 7374 -227
6158 4363 71
7601 5096 633
597 4721 -195
8357 4654 148
2939 4662 651
6558 1038 375
2750 8319 467
455 3333 -142
2940 4229 649
984 5268 373
7829 6910 172
5145 3041 490
3567 3305 905
6818 916 615
5050 6394 -863
3502 7914 -146
6854 7348 698
5337 6335 -111
1611 66 -164
955 2921 751
1287 3427 328
4313 15 849
288 1193 31
6206 1471 -498
5583 7000 -807
736 3032 -525
6016 6999 419
3176 8221 -921
1775 3436 -40
6082 6257 715
239 745 390
1814 4134 -689
3833 2004 985
6576 2615 -728
1249 4015 766
329 843 259
1787 6920 925
7247 874 -487
